ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Description,TCFD_Map?,EBA_P3_Map?,SEC_Map?,SASB_Map?,Quant_Qual,Guidance,Title,confidence
52706b7a-bd76-40ae-b597-2a51e4a2cae7,Transition,,,acfb5896-d0e5-45e1-bf2c-f5c73fcd026f,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,,,,100
4146541c-0997-4c5a-aed0-e6b9b9e43824,Attribute,31781775-d60f-4686-971c-25614bebf2e5,h,,,,,,,,,,,,,Quantitative,Non-performing exposures as defined in Article 47a(3) CRR.,Of which non-performing exposures,
aa1d4679-e6b2-4a34-b036-d3ab463a5d31,Attribute,31781775-d60f-4686-971c-25614bebf2e5,i,,"a8c4189f-8ebf-489d-a147-2fd94749e92d,8de73ce5-b602-4519-a9dd-adbcbe607ed5",,,,,,,,,,,Quantitative,"Where the information is available, the estimates of the scope 3 GHG emissions of an institution shall be disclosed in CO2 tonnes (TCO2) as part of column i. The disclosure shall cover all sectors and subsectors that highly contribute to climate change as specified in recital 6 of the Commission Delegated Regulation (EU) 2020/1818, included in rows 2 to 52 of the template. The estimation of scope 3 emissions shall rely on information on emissions from institutions’ counterparties and on information on sector-average emissions intensity. Examples of methodologies to compute the carbon emission of companies include, the Global GHG Accounting and Reporting Standard for the Financial Industry, developed by the Partnership for Carbon Accounting Financials 8 (PCAF, of particular relevance for the TCFD), or the Carbon Disclosure Project9 . The estimation of scope 3 emissions per sector shall be done in a proportionate way: e.g. by taking the institution’s exposures (loans and advances, debt securities and equity holdings) towards the counterparty compared to the total liabilities (accounting liabilities and shareholders’ equity) of the counterparty. In the narrative accompanying the template institutions shall provide detailed explanations of the data sources used and of the methodology that they have applied for the estimation of their scope 3 GHG emissions. In particular, institutions shall explain whether they are disclosing (i) reported emissions (emissions are collected from the borrower or investee company directly); (ii) physical activity-based emissions (emissions are estimated by the reporting financial institution based on primary physical activity data collected from the borrower or investee), and/or (iii) economic activity-based emissions (emissions are estimated by the reporting financial institution based on economic activity data collected from the borrower or investee company). Where institutions are not yet estimating their counterparties’ emissions associated with their financing activities, including lending and investment activities, they shall disclose information on their plans to implement methodologies to estimate and disclose this information. All institutions shall disclose information in columns i to k of the template as of 30 June 2024 first disclosure reference date.","GHG financed emissions (scope 1, scope 2 and scope 3 emissions of the counterparty) (in tons of CO2 equivalent)",
8e8d5d23-b006-48b0-9376-65f01d478ef9,Transition,,,aa1d4679-e6b2-4a34-b036-d3ab463a5d31,a8c4189f-8ebf-489d-a147-2fd94749e92d,,,,,,,,,,,,,,100
7aeb0498-02f5-4842-92b0-7b8fa327ec84,Transition,,,aa1d4679-e6b2-4a34-b036-d3ab463a5d31,8de73ce5-b602-4519-a9dd-adbcbe607ed5,,,,,,,,,,,,,,100
2341c64a-8f58-44f2-85a2-f30d0957ac6d,Attribute,31781775-d60f-4686-971c-25614bebf2e5,j,,,,,,,,,,,,,Quantitative,"Institutions shall disclose their counterparties’ scope 3 emissions associated with institutions’ lending and investment activities. Where institutions are not yet estimating their scope 3 emissions, they shall leave column j blank and, in the narrative, accompanying the template, they shall disclose their plans to implement methodologies to estimate and disclose this information. Scope 3 emissions shall be disclosed on a best effort basis covering the most relevant sectors for example in line with PCAF approach and the phased-in approach for scope 3 emissions included in Article 5 of Commission Delegated Regulation (EU) 2020/2018 supplementing Regulation (EU) 2016/1011 of the European Parliament and of the Council as regards minimum standards for EU Climate Transition Benchmarks and EU Paris-aligned Benchmarks. Financial institutions shall start disclosing information scope 3 emissions, when available, for the oil, gas, and mining sectors from 2021 onward and additional sectors will be added subsequently. Information on scope 3 emissions of the counterparty for all sectors included in the template shall be disclosed as of 30 June 2024 first disclosure reference date. For sectors where data and methodological challenges exist, banks shall follow the GHG protocol and its 15 stages, both upstream and downstream, as presented in the Commission Guidelines on non-financial reporting: supplement on reporting climate related information. In line with the TCFD guidance on metrics and targets, institutions shall be transparent about the challenges to collect that type of information and also avoid double counting to the extent possible. All institutions shall start disclosing information in columns j of the template as of 30 June 2024 first disclosure reference date.",Of which Scope 3 financed emissions,
9ad69a85-6b2b-4a1c-8fb8-ddfdd8783604,Attribute,31781775-d60f-4686-971c-25614bebf2e5,k,,,,,,,,,,,,,Quantitative,"Institutions shall indicate the percentage of the portfolio (gross carrying amount of the exposures) for which they have been able to estimate their counterparties’ scope 1, 2 and 3 emissions associated with institutions’ lending and investment activities based on information disclosed by their counterparties or reported to the institution on bilateral basis.",GHG emissions (column i): gross carrying amount percentage of the portfolio derived from company-specific reporting,
b7fb3d8a-b8b6-41d5-86ce-f076c425d0a3,Attribute,31781775-d60f-4686-971c-25614bebf2e5,l-p,,,,,,,,,,,,,Quantitative,"Institutions shall allocate the exposures to the relevant bucket depending on the remaining maturity of the financial instrument, taking into account the following: i) Where the amount is repaid in instalments, the exposure shall be allocated in the maturity bucket corresponding to the last instalment; ii) Where an exposure has no stated maturity for reasons other than the counterparty having the choice of the repayment date, or in the case of equity holdings, the amount of this exposure shall be disclosed in the largest maturity bucket ‘> 20 years’; iii) For the computation of the average maturity of the exposures, institutions shall weigh the maturity of each exposure by the gross carrying amount of the exposures.",<= 5 years; > 5 year <= 10 years; > 10 year <= 20 years; > 20 years; Average weighted maturity,
e5ab475d-4dea-4842-87f6-3e1c48c5a639,Group,5e2f3343-092a-4491-94fd-cd19f791892e,Rows,,,,,,,,,,,,,,,,
f8bd3348-8024-4839-8857-9b90c74db046,Attribute,e5ab475d-4dea-4842-87f6-3e1c48c5a639,Sector_Subsector,,,,,,,,,,,,,Quantitative,"Exposures towards sectors that highly contribute to climate change and towards sectors other than those that highly contribute to climate change, based on NACE codes",,
ed1b7b5e-fb66-4af1-9de7-b91a713ded35,Attribute,5e2f3343-092a-4491-94fd-cd19f791892e,Narrative,,,,,,,,See guidance for Template 1 column i,,,,,,,,
4123f27d-cf2f-4434-9343-3359b90f7eef,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 2: Climate change Transition risk: Loans collateralised by immovable property collateral – Energy efficiency of the collateral,,,,,,,,,,,,,,,,
0c1acf96-23eb-43bb-a7f4-8273c4c97c94,Group,4123f27d-cf2f-4434-9343-3359b90f7eef,Columns,,,,,,,,,,,,,,,,
a375f662-6254-44ee-b764-28208483b5b3,Attribute,0c1acf96-23eb-43bb-a7f4-8273c4c97c94,a,,,,,,,,,,,,,Quantitative,"Gross carrying amount, as defined in Part 1 of Annex V of Commission Implementing Regulation (EU) 2021/451, of loans collateralised with commercial and residential immovable property and of repossessed real estate collaterals.",Total gross carrying amount amount (in MEUR),
80741b07-ad2c-46d7-b414-cce61bbb45da,Attribute,0c1acf96-23eb-43bb-a7f4-8273c4c97c94,b-g,,,,,,,,,,,,,Quantitative,"Gross carrying amount of exposures by energy efficiency buckets based on the specific energy consumption of the collateral in kWh/m2, as indicated in the EPC label of the collateral or estimated by institutions in the absence of the EPC label.",Level of energy efficiency (EP score in kWh/m² of collateral),
4cb769d3-c711-4156-bed7-f034e510d49a,Attribute,0c1acf96-23eb-43bb-a7f4-8273c4c97c94,h-n,,,,,,,,,,,,,Quantitative,Gross carrying amount of exposures grouped by the EPC label of the collateral for those collaterals where the EPC is available to the institution.,Level of energy efficiency (EPC label of collateral),
e16f7441-75e6-48a3-a324-37e668a70594,Attribute,0c1acf96-23eb-43bb-a7f4-8273c4c97c94,o,,,,,,,,,,,,,Quantitative,Exposures for which institutions do not have the EPC information of the collateral.,Without EPC label of collateral,
8040a4aa-df13-4adf-b3e5-239e26a2c9f1,Attribute,0c1acf96-23eb-43bb-a7f4-8273c4c97c94,p,,,,,,,,,,,,,Quantitative,"Where institutions do not have the EPC information but they are using internal calculations to estimate the energy efficiency of the collateral, the percentage of the exposures without EPC label of the collateral for which they are providing estimates (the percentage is to be computed based on the gross carrying amount of the exposures).",Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,
4eae723d-ade9-4b04-a490-85b2dc081a1b,Group,4123f27d-cf2f-4434-9343-3359b90f7eef,Rows,,,,,,,,,,,,,,,,
b2fc4df0-9a81-402f-ab6b-854e1a0e0ad9,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,1,,,,,,,,,,,,,Quantitative,,Total EU area,
856e0703-7835-4742-bcb2-a35f78ad1962,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,2,,,,,,,,,,,,,Quantitative,,Of which Loans collateralised by commercial immovable property,
d807a5ad-b024-47c4-9b2d-80a0b66fb120,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,3,,,,,,,,,,,,,Quantitative,,Of which Loans collateralised by residential immovable property,
0d05fa78-e3ee-4ef7-a7db-7144512de274,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,4,,,,,,,,,,,,,Quantitative,,Of which Collateral obtained by taking possession: residential and commercial immovable properties,
1296dcb8-5e5c-4a7e-a89c-497d21ded6e3,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,5,,,,,,,,,,,,,Quantitative,Extent to which data is estimated and not based on EPC labels.,Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,
7e2dfd0d-a453-4350-aa56-07c13b32f75e,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,6,,,,,,,,,,,,,Quantitative,,Total non-EU area,
e0cfce9f-6ff3-4ffc-a765-9bb46bcf62b4,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,7,,,,,,,,,,,,,Quantitative,,Of which Loans collateralised by commercial immovable property,
5e27205a-c9e4-4c4c-997b-a56835cbd267,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,8,,,,,,,,,,,,,Quantitative,,Of which Loans collateralised by residential immovable property,
c44897e5-6a23-44d4-8226-adc2ba33306f,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,9,,,,,,,,,,,,,Quantitative,,Of which Collateral obtained by taking possession: residential and commercial immovable properties,
0aac015d-7d66-4352-a40d-81b2e257ea14,Attribute,4eae723d-ade9-4b04-a490-85b2dc081a1b,10,,,,,,,,,,,,,Quantitative,Extent to which data is estimated and not based on EPC labels.,Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,
f6838879-5eda-4695-af67-ca7bbfb64941,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 3: Banking book - Climate change transition risk: Alignment metrics,,,,,,,,,,,,,,,,
747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,Group,f6838879-5eda-4695-af67-ca7bbfb64941,Columns,,,,,,,,,,,,,,,,
bd3d0a41-1a89-48b8-a126-562fef2cd6e9,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,a,,,,,,,,,,,,,Quantitative,IEA sectors under which rows 1-8 lists the mandatory minimum set of sectors,Sector,
23b2db0c-545a-4185-ba0c-0c9d0803b338,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,b,,,,,,,,,,,,,Quantitative,Subsectors (NACE sectors according to the minimum ‘list of NACE sectors to be considered’ as indicated in the template).,NACE Sectors (a minima),
f4b4c24d-a43e-4447-8d91-7e9a0791bb6f,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,c,,,,,,,,,,,,,Quantitative,"Gross carrying amount as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451 of those exposures towards non financial corporates in each of the sectors specified in columns a and b, including loans and advances, debt securities and equity instruments, classified in the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading or held for sale assets.",Portfolio gross carrying amount (Mn EUR),
24b39cb7-e9e7-424c-b223-b41fcb71a184,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,d,,,,,,,,,,,,,Quantitative,"Alignment metric(s) applied by the institution. Institutions shall use the alignment metric(s) that can be measured against the IEANZE2050 scenario. When choosing these metrics, institutions shall ensure that the metrics allow to disclose comprehensively institutions’ financed production capacities and also encompass all relevant carbon-intensive financed activities. Some examples of metrics are listed in the template. Institutions shall disclose several metrics for each sector that are relevant to their financing activity that cover emission intensity metrics, technology mixbased metrics and production based metrics. Institutions shall rely on an assessment of the underlying assets and activities linked to financial instruments. For loans of which the use of proceeds is known, the whole value of that loan shall be included for the relevant sector and alignment metric. For loans of which the use of proceeds is unknown, the gross carrying amount of the exposure shall be allocated to the relevant sector and alignment metric based on the counterparties’ activity distribution, e.g. by counterparties’ turnover by activity. Institutions shall add a row in the template for each relevant combination of sector disclosed in column b and alignment metric included in column d.",Alignment metric,
32f3dba5-3cdb-402e-8fb8-25aaad0dbaa8,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,e,,,,,,,,,,,,,Quantitative,Closest year of reference for the alignment metric(s) for each sector.,Year of reference,
6ce31658-f361-4a28-a0ab-3b20fd33400d,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,f,,,,,,,,,,,,,Quantitative,"The Point in Time distance of the column d metric(s) to the 2030 data points of the IEA Net Zero by 2050 benchmark scenario expressed in percentage points. This distance shall represent the current degree of alignment with the scenario indicator for 2030 and be expressed as the difference between the indicator in column (d) and the IEA scenario projection for 2030, divided by the scenario benchmark indicator and converted into percentage terms.",Distance to IEA NZE2050 in %,
a5d6f8f3-6f0f-47f7-abed-78d5fb8dfd50,Attribute,747ae82f-b7f0-4bae-b18a-9dbb0ffaa164,g,,,,,,,,,,,,,Quantitative,Institutions’ target for 3 years after the year of reference indicated in column e and the alignment metric indicated in column d. This shall indicate the portfolio alignment path and target that institutions plan to achieve in order to remain on track with the IEA scenario in the long term.,Target (year of reference + 3 years),
9ad91ad3-69fa-4da6-b6c3-a63188ffeb80,Group,f6838879-5eda-4695-af67-ca7bbfb64941,Rows,,,,,,,,,,,,,,,,
11c1ebd3-3277-455e-9d64-c0efe291af6e,Attribute,9ad91ad3-69fa-4da6-b6c3-a63188ffeb80,1-8,,,,,,,,,,,,,Quantitative,Mandatory minimum set of IEA sectors,"Power; Fossil fuel combustion; Automotive; Aviation; Maritime transport; Cement, clinker and lime production; Iron and steel, coke, and metal ore production; Chemicals",
8ddb766f-866a-4876-9e8e-aafed09e18c4,Attribute,9ad91ad3-69fa-4da6-b6c3-a63188ffeb80,9+,,,,,,,,,,,,,Quantitative,Potential additions relevant to the business model of the institution,Optional,
f30d0869-3c55-4fc7-afe3-267f2c7a46d9,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 4: Banking book - Climate change transition risk: Exposures to top 20 carbon-intensive firms,,,,,,,,,,,,,,,,
a9b34358-2748-41af-8978-83bcb2cf7407,Group,f30d0869-3c55-4fc7-afe3-267f2c7a46d9,Columns,,,,,,,,,,,,,,,,
815354ce-9966-4eb6-980f-156665fd3e19,Attribute,a9b34358-2748-41af-8978-83bcb2cf7407,a,,,,,,,,,,,,,Quantitative,"Gross carrying amount as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451 (including loans and advances, debt securities and equity instruments), classified under the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading and held for sale assets. Institutions shall include the aggregate exposures towards up to 20 counterparties of the institution that are among the top 20 most carbon-intensive corporates worldwide.",Gross carrying amount (aggregate),
36fa8462-5003-4582-9eb1-c3b649919d2f,Attribute,a9b34358-2748-41af-8978-83bcb2cf7407,b,,,,,,,,,,,,,Quantitative,"The percentage resulting from the aggregate gross carrying amount indicated in column a divided by the total gross carrying amount of the institutions’ exposures in the banking book (amount as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451, including loans and advances, debt securities and equity instruments in the banking book, classified under the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading and held for sale assets).",Gross carrying amount towards the company compared to total gross carrying amount (aggregate),
7617f587-0150-451e-9a70-5aaea65e6ce8,Attribute,a9b34358-2748-41af-8978-83bcb2cf7407,c,,,,,,,,,,,,,Quantitative,"The aggregate gross carrying amount of environmentally sustainable exposures (contributing to the objective of climate change mitigation). This shall be based on the purpose of the activity funded, for special purpose lending, or on the counterparty’s information on the level of alignment of its economic activities with Regulation (EU) 2020/852, for the objective of climate change mitigation (% of turnover contributing substantially to climate change mitigation). Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date.",Of which environmentally sustainable (CCM),
ef0017c2-82b0-44ab-8b55-ae32792c501f,Attribute,a9b34358-2748-41af-8978-83bcb2cf7407,d,,,,,,,,,,,,,Quantitative,The average maturity of the exposures considered in the computation weighted by the gross carrying amount of the exposure.,Average maturity,
8f6f684e-0873-4b5a-883a-8298054d2c74,Attribute,a9b34358-2748-41af-8978-83bcb2cf7407,e,,,,,,,,,,,,,Quantitative,The institution shall indicate the number of top polluting companies included in the calculation of the aggregate gross carrying amount.,Number of top 20 polluting firms included,
f34c3bc8-3c8f-4425-a5f3-ba849a880cb3,Attribute,f30d0869-3c55-4fc7-afe3-267f2c7a46d9,Rows,,,,,,,,,,,,,,,,
c95f1d3c-c379-4c7f-b29e-d3614740f209,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 5: Banking book - Climate change physical risk: Exposures subject to physical risk,,,,,,,,,,,,,,,,
247e0cca-0199-473d-b858-4b014c0db350,Group,c95f1d3c-c379-4c7f-b29e-d3614740f209,Columns,,,,,,,,,,,,,,,,
3e0d988c-3a82-4f39-b436-b31aaa9899c1,Attribute,247e0cca-0199-473d-b858-4b014c0db350,a,,,,,,,,,,,,,Quantitative,"Institutions shall cover geographical area exposed to negative impact from climate change physical events. This shall mean a country, geographical or administrative region where activities of the counterparty or the collateral are located, and that are exposed to chronic or acute climate change events. Institutions shall indicate, as appropriate, the type of geographical area for their disclosure, e.g., a country, a specific region in a country or a region covering more than one country. For geographical coverage of the exposures institutions shall use the level of divisions indicated in Nomenclature of Territorial Units for Statistics (or NUTS), as appropriate.",Geographical area subject to climate change acute and chronic events,
88f34097-f70d-4665-a8b8-d95a7d436336,Attribute,247e0cca-0199-473d-b858-4b014c0db350,b,,,,,,,,,,,,,Quantitative,"The gross carrying amount as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451 of those exposures towards nonfinancial corporates (including loans and advances, debt securities and equity instruments), classified under the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading and held for sale assets.",Gross carrying amount,
5d09eb8c-a7eb-4436-91e8-bc7a812d26c4,Attribute,247e0cca-0199-473d-b858-4b014c0db350,c-o,,,,,,,,,,,,,Quantitative,The gross carrying amount of exposures prone to impact from climate change physical events as defined in Article 18a of this Regulation. The gross carrying amount of exposures prone to impact from climate change physical events may be equal to the full exposure amount disclosed in column b of this template or may be a part of that exposure amount.,Of which exposures sensitive to impact from climate change physical events,
91c89de1-871a-4cfb-9e62-8307a02c520c,Attribute,247e0cca-0199-473d-b858-4b014c0db350,c-g,,,,,,,,,,,,,Quantitative,"Institutions shall allocate the exposures to the relevant bucket depending on the remaining maturity of the financial instrument, taking into account the following: a. where the amount is repaid in instalments, the exposure shall be allocated in the maturity bucket corresponding to the last instalment; b. where an exposure has no stated maturity for reasons other than the counterparty having the choice of the repayment date, the amount of this exposure shall be disclosed in column ‘> 20 years’ c. For the computation of the average maturity of the exposures, institutions shall weigh the maturity of each exposure by the gross carrying amount of the exposures.",Breakdown by maturity bucket,
bf61bcb1-4ff3-4656-b4e7-a14593d92bf0,Attribute,247e0cca-0199-473d-b858-4b014c0db350,h,,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,,,,,Quantitative,"The gross carrying amount of exposures sensitive to impact from chronic climate change events only, including hazards relating to gradual changes in weather and climate and having a possible impact on economic output and productivity.",Of which exposures sensitive to impact from chronic climate change events,
caea25b4-d7e1-4073-86c2-29cdc05c4855,Transition,,,bf61bcb1-4ff3-4656-b4e7-a14593d92bf0,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,,,,,,,,100
024f5407-9571-41b2-80c6-7de74f505499,Attribute,247e0cca-0199-473d-b858-4b014c0db350,i,,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,,,,,Quantitative,"The gross carrying amount of exposures sensitive to impact from acute climate change events only, including hazards that may cause sudden damage to properties, disruption of supply chains, depreciation of assets as well as result in operational downtime and lost manufacturing for fixed assets.",Of which exposures sensitive to impact from acute climate change events,
24616719-d9e1-43f7-b3d3-2b40e016230b,Transition,,,024f5407-9571-41b2-80c6-7de74f505499,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,,,,,,,,100
0894d7cc-2d0e-400e-9dcc-7accbc1a6a05,Attribute,247e0cca-0199-473d-b858-4b014c0db350,j,,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,,,,,Quantitative,"The gross carrying amount subject to impact from both chronic and acute climate change events, as per columns h and i.",Of which exposures sensitive to impact both from chronic and acute climate change events,
63bc3d46-dd26-4d9f-bc3b-bc83d2d93c76,Transition,,,0894d7cc-2d0e-400e-9dcc-7accbc1a6a05,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,,,,,,,,100
7084dca9-28f9-432c-8ba4-1d83d758e91a,Attribute,247e0cca-0199-473d-b858-4b014c0db350,k,,,,,,,,,,,,,Quantitative,"For institutions applying IFRS, the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. These columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC.",Of which stage 2,
f4f40a67-4fd4-4352-9b51-196ec6e7f2dd,Attribute,247e0cca-0199-473d-b858-4b014c0db350,l,,,,,,,,,,,,,Quantitative,"The gross carrying amount of non-performing exposures as defined in Article 47a(3) CRR, which are prone to impact from climate change events.",Of which non-performing exposures,
4ba3ce7e-f102-492b-ba0c-3a4e4a6f970d,Attribute,247e0cca-0199-473d-b858-4b014c0db350,m-o,,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,Quantitative,"The amounts defined in paragraphs 11, 69 to 71, 106 and 110 of Part 2 of Annex V to Commission Implementing Regulation (EU) 2021/451.","Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions",
c9ba5f1d-7125-4cff-b259-a8737ec7e031,Transition,,,4ba3ce7e-f102-492b-ba0c-3a4e4a6f970d,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,,,,100
012d629c-7620-495f-84e6-dd3e9edd81d3,Attribute,247e0cca-0199-473d-b858-4b014c0db350,n,,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,Quantitative,Column m shall include the accumulated impairment amount of stage 2 exposures. Institutions applying IFRS shall disclose the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. The columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC16.,Of which Stage 2 exposures,
1b815f18-8dc5-41f7-80b9-822ebe213c90,Transition,,,012d629c-7620-495f-84e6-dd3e9edd81d3,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,,,,100
fc1b0ebf-c774-4e46-9836-f09c38e6a9d5,Attribute,247e0cca-0199-473d-b858-4b014c0db350,o,,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,Quantitative,"The amount of the accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions attributable to non-performing exposures, as defined in Art. 47a(3) CRR.",Of which non-performing exposures,
c6d45742-24c4-4b6f-8494-3fa7e83e55e7,Transition,,,fc1b0ebf-c774-4e46-9836-f09c38e6a9d5,2158cdf2-295f-41fa-9ad6-e5dbe60f3632,,,,,,,,,,,,,,100
ac95691b-c64a-449f-ae77-99b8da527cff,Group,c95f1d3c-c379-4c7f-b29e-d3614740f209,Rows,,,,,,,,,,,,,,,,
36db4674-300c-45f4-9412-cf982f2ffb14,Attribute,ac95691b-c64a-449f-ae77-99b8da527cff,1-13,,,,,,,,,,,,,Quantitative,Sector of exposure or type of collateral,,
423bf429-ec76-4cd7-8981-b454ac27d43e,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 6: Summary of KPIs on the Taxonomy-aligned exposures,,,,,,,,,,,,,,,,
149e0171-ae00-468f-a460-0de93b6efd0a,Group,423bf429-ec76-4cd7-8981-b454ac27d43e,Columns,,,,,,,,,,,,,,,,
9d1c5c02-5f3e-4c7a-8e21-9868bf4a3f4c,Attribute,149e0171-ae00-468f-a460-0de93b6efd0a,C,,,,,,,,,,,,,Quantitative,Corresponds to the KPI included in columns b (GAR stock) and r (GAR flow) of Template 8,Climate change mitigation,
60c22472-557c-40bf-b8aa-97e3a4634c78,Attribute,149e0171-ae00-468f-a460-0de93b6efd0a,D,,,,,,,,,,,,,Quantitative,Corresponds to the KPI included in columns g (GAR stock) and w (GAR flow) of Template 8,Climate change adaptation,
ca267341-6d60-47e6-9578-33ee4bc9aca2,Attribute,149e0171-ae00-468f-a460-0de93b6efd0a,E,,7e402e97-a220-4b70-a570-78febb86986b,,,,,,,,,,,Quantitative,Corresponds to the KPI included in columns l (GAR stock) and ab (GAR flow) of Template 8,Total (Climate change mitigation + Climate change adaptation),
197a29df-c03f-40e0-bba0-d3652dfbe0d9,Transition,,,ca267341-6d60-47e6-9578-33ee4bc9aca2,7e402e97-a220-4b70-a570-78febb86986b,,,,,,,,,,,,,,100
e3ebd432-6f8a-4c4c-a21d-486f508c0279,Attribute,149e0171-ae00-468f-a460-0de93b6efd0a,F,,"9f39b85f-a8ac-426c-b172-b530ca5eebd7,db0e2822-18dc-451c-9bc3-47cf3841d7e9",,,,,,,,,,,Quantitative,Corresponds to the KPI included in columns p (GAR stock) and af (GAR flow) of Template 8,% coverage (over total assets),
3b711b98-bc33-4232-8d1d-2b68d02936f8,Transition,,,e3ebd432-6f8a-4c4c-a21d-486f508c0279,9f39b85f-a8ac-426c-b172-b530ca5eebd7,,,,,,,,,,,,,,100
92fa70fc-b83a-4787-a90e-d3e7cd6e7a30,Transition,,,e3ebd432-6f8a-4c4c-a21d-486f508c0279,db0e2822-18dc-451c-9bc3-47cf3841d7e9,,,,,,,,,,,,,,100
804095e6-faa6-44b9-8c1e-cf0574ec8fed,Group,423bf429-ec76-4cd7-8981-b454ac27d43e,Rows,,,,,,,,,,,,,,,,
e7f16e6d-d0d4-4bc4-8ecf-a3b5fd284487,Attribute,804095e6-faa6-44b9-8c1e-cf0574ec8fed,6,,,,,,,,,,,,,Quantitative,,GAR stock,
3ba6b6b1-c390-4a64-8206-412fd8eeacda,Attribute,804095e6-faa6-44b9-8c1e-cf0574ec8fed,7,,,,,,,,,,,,,Quantitative,,GAR flow,
bc1c21dd-5bd1-4278-a724-fbe1447f2126,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 7: Mitigating actions: Assets for the calculation of GAR,,,,,,,,,,,,,,,,
818a3462-1dd1-4ecc-82d5-6c733d2f8c53,Group,bc1c21dd-5bd1-4278-a724-fbe1447f2126,Columns,,,,,,,,,,,,,,,,
c9401759-31cf-4494-a384-6d7334f8c43e,Attribute,818a3462-1dd1-4ecc-82d5-6c733d2f8c53,a,,9f39b85f-a8ac-426c-b172-b530ca5eebd7,,,,,,,,,,,Quantitative,Gross carrying amount as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451.,Gross carrying amount,
109f795c-dd0d-442e-856d-7c17ac1fdad9,Transition,,,c9401759-31cf-4494-a384-6d7334f8c43e,9f39b85f-a8ac-426c-b172-b530ca5eebd7,,,,,,,,,,,,,,100
