ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,EBA_P3_Map?,SASB_Map?,Description,TCFD_Map?,Full_Partial_Match,Delta,Potential_Proxy,Depends_on_Industry,Calculation_Required
e5bf68e1-4e55-482c-9f37-a91f853f1b4b,Group,e0bc3178-9966-43f0-a7b2-0fde2e15f100,1. GHG Emissions Disclosure Requirement,,,,,,,,,,,See page 147 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
ecdbbf36-a99a-448d-b48d-9b4f08a0d477,Attribute,e5bf68e1-4e55-482c-9f37-a91f853f1b4b,a. Overview,,"38eba988-bb17-43f1-8cf6-32f8aea632b3,e264f42d-977c-4b8d-b7fb-3585d98b1c1e",,,,,,,,,See page 147 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
9d99c7b9-6d62-4c28-b422-a70573709287,Transition,,,ecdbbf36-a99a-448d-b48d-9b4f08a0d477,38eba988-bb17-43f1-8cf6-32f8aea632b3,,,,,,,,,,,Yes,0,No,No,No
8a927ace-ef6d-4bb8-923b-31248b17f756,Transition,,,ecdbbf36-a99a-448d-b48d-9b4f08a0d477,e264f42d-977c-4b8d-b7fb-3585d98b1c1e,,,,,,,,,,,Yes,0,No,No,No
8a35b575-4ccd-496e-8b10-c7701982e181,Attribute,e5bf68e1-4e55-482c-9f37-a91f853f1b4b,b. The Treatment of Scopes 1 and 2 Emissions Compared to Scope 3 Emissions,,"38eba988-bb17-43f1-8cf6-32f8aea632b3,e264f42d-977c-4b8d-b7fb-3585d98b1c1e",,,,,,,,,See page 159 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
afe4d257-7b52-4b8c-815c-2294ddab0cd8,Transition,,,8a35b575-4ccd-496e-8b10-c7701982e181,38eba988-bb17-43f1-8cf6-32f8aea632b3,,,,,,,,,,,Yes,0,No,No,No
eb28dd8e-a306-4187-a4c0-f4e92749752c,Transition,,,8a35b575-4ccd-496e-8b10-c7701982e181,e264f42d-977c-4b8d-b7fb-3585d98b1c1e,,,,,,,,,,,Yes,0,No,No,No
ea3e1b72-9a1f-4c09-933d-a32e61b85eb0,Attribute,e5bf68e1-4e55-482c-9f37-a91f853f1b4b,c. GHG Intensity,,dbbe2288-0ac4-44d9-ba85-34fdaa31042f,,,,,,,,,See page 179 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
308d4c7b-4b86-4e14-b028-4e541d7dca26,Transition,,,ea3e1b72-9a1f-4c09-933d-a32e61b85eb0,dbbe2288-0ac4-44d9-ba85-34fdaa31042f,,,,,,,,,,,Yes,0,No,No,No
f19089dd-09a8-418e-99bc-d963111dca07,Attribute,e5bf68e1-4e55-482c-9f37-a91f853f1b4b,d. GHG Emissions Data for Historical Periods,,,,,,,,,,,See page 183 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
c21e60a7-76e9-4e1f-8936-dd7b1f303e78,Group,e0bc3178-9966-43f0-a7b2-0fde2e15f100,2. GHG Emissions Methodology and Related Instructions,,,,,,,,,,,See page 185 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
3b2f7ea3-2ff1-48ce-acd2-b1e82dc67714,Attribute,c21e60a7-76e9-4e1f-8936-dd7b1f303e78,a. The Setting and Disclosure of Organizational Boundaries,,,,,,,,,,,See page 186 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
cc32cf76-be90-4a34-9afe-76c82abec132,Attribute,c21e60a7-76e9-4e1f-8936-dd7b1f303e78,b. The Setting and Disclosure of Operational Boundaries,,,,,,,,,,,See page 190 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
33abac51-57ad-4043-8c3e-c7f8f70edacc,Attribute,c21e60a7-76e9-4e1f-8936-dd7b1f303e78,"c. The Selection and Disclosure of a GHG Emissions Calculation Approach, including Emission Factors",,"ad34f4ce-5cd8-4150-887b-e29da4723640,e260864f-2703-4b4d-b91b-ee793c9f3690,0e386262-6902-48cf-bb95-b29cb7a67b7a,c4eed934-11a1-46f6-93ba-e41b66473686,64cfdbbc-688a-43eb-a975-768ae6e8977c,b9e8d2d5-8c58-4799-8930-28344f2d89b3,48376d61-0883-4aa0-85b5-e49a33c7216a,0291d308-af37-4bb3-acc8-190c9ae84dc1,422187a3-2c94-45c7-82b0-5592f0feb94d,39d85432-ff72-4ff4-9009-7bac1789cb42,a376c4b4-39b9-4336-833a-5b3a5092de84,67ceec39-ef7a-45c3-98ef-e9c3e7c705b2,6eb1f3b0-818e-463c-83e1-d1acf91d7c45,f66de6e4-44d5-4829-b413-5803f1888a8a",,,,,,,,,See page 192 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
11861b0c-b93c-4ae3-a8f9-7014545f9268,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,ad34f4ce-5cd8-4150-887b-e29da4723640,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
7d557694-e21d-4714-b422-4c2693285b1d,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,e260864f-2703-4b4d-b91b-ee793c9f3690,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. Not specified in relation to total AUM. SEC suggests PCAF methodology.,No,No,No
96b787da-cec7-41d3-83f4-b848103a4647,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,0e386262-6902-48cf-bb95-b29cb7a67b7a,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. Not specified in relation to total AUM. SEC suggests PCAF methodology.,No,No,No
5d20695b-cd07-4a77-90e0-2dba6f748e41,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,c4eed934-11a1-46f6-93ba-e41b66473686,,,,,,,,,,,Yes,0,No,No,No
cb75897e-f14c-4ed5-80b2-9c4c4a9e8457,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,64cfdbbc-688a-43eb-a975-768ae6e8977c,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
49e601df-8b2b-45fb-a8a3-e2714f07bc03,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,b9e8d2d5-8c58-4799-8930-28344f2d89b3,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. SEC suggests PCAF methodology.,No,No,No
bf325b25-23f1-4fc3-ac84-8433e88c705c,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,48376d61-0883-4aa0-85b5-e49a33c7216a,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. SEC suggests PCAF methodology.,No,No,No
ee6fd669-35be-4e4b-9c70-8fe010291734,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,0291d308-af37-4bb3-acc8-190c9ae84dc1,,,,,,,,,,,Yes,0,No,No,No
1823f0a7-c498-45c6-aa85-df051eb5bd44,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,422187a3-2c94-45c7-82b0-5592f0feb94d,,,,,,,,,,,Part,"Quantitative disclosure not required by SEC, but qualitative discussion may be covered",No,No,No
0df19cfe-0d94-44fe-bdbd-74b3ed9364de,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,39d85432-ff72-4ff4-9009-7bac1789cb42,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. SEC suggests PCAF methodology.,No,No,No
0da3b123-5516-410f-9f43-7b004f2e165d,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,a376c4b4-39b9-4336-833a-5b3a5092de84,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. SEC suggests PCAF methodology.,No,No,No
419bcc64-2bc8-491e-b0c1-674f8fab22f8,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,67ceec39-ef7a-45c3-98ef-e9c3e7c705b2,,,,,,,,,,,Yes,0,No,No,No
e29bb984-028e-4d2c-b3e4-313ba64efb16,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,6eb1f3b0-818e-463c-83e1-d1acf91d7c45,,,,,,,,,,,Part,Part of overall SEC requirement for companies to disclose Scope 3 emissions. Associated revenues not specified. SEC suggests PCAF methodology.,No,No,No
9b9558ea-2bc0-4251-8b4c-f50ba3daeee4,Transition,,,33abac51-57ad-4043-8c3e-c7f8f70edacc,f66de6e4-44d5-4829-b413-5803f1888a8a,,,,,,,,,,,Yes,0,No,No,No
caef7e5e-a631-45c0-9cdb-86f0eef0e043,Attribute,c21e60a7-76e9-4e1f-8936-dd7b1f303e78,d. Additional Rules Related to Methodology Disclosure,,,,,,,,,,,See page 197 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
54805c49-14c5-49fa-97a0-82de153b9814,Attribute,e0bc3178-9966-43f0-a7b2-0fde2e15f100,3. The Scope 3 Emissions Disclosure Safe Harbor and Other Accommodations,,,,,,,,,,,See page 208 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
180ed3e1-4b6d-429e-a185-db2e387bfb49,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,H. Attestation of Scope 1 and Scope 2 Emissions Disclosure,,,,,,,,,,,,,,,,,
602743d7-eb3d-4e68-adae-7c537167f86e,Attribute,180ed3e1-4b6d-429e-a185-db2e387bfb49,1. Overview,,,,,,,,,,,See page 215 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
042b66d8-44eb-4533-90ab-507d6a287242,Attribute,180ed3e1-4b6d-429e-a185-db2e387bfb49,2. GHG Emissions Attestation Provider Requirements,,,,,,,,,,,See page 239 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
d7c69982-a3a9-4873-a8d1-843c69f1de27,Attribute,180ed3e1-4b6d-429e-a185-db2e387bfb49,3. GHG Emissions Attestation Engagement and Report Requirements,,,,,,,,,,,See page 247 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
054e45d7-5c70-4914-bd3c-9f8352293322,Attribute,180ed3e1-4b6d-429e-a185-db2e387bfb49,4. Additional Disclosure by the Registrant,,,,,,,,,,,See page 260 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
0f08312c-e0e2-4b7c-8dde-fdf89505efd8,Attribute,180ed3e1-4b6d-429e-a185-db2e387bfb49,5. Disclosure of Voluntary Attestation,,,,,,,,,,,See page 263 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
9d71d099-9689-4738-8bf9-fb36933612c6,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,I. Targets and Goals Disclosure,,"37c126d2-a597-4728-8d13-aca5b6f4d7c5,1d21b6da-9179-438b-b8f4-71ee8e76a209,f21dc30e-43c6-4492-8971-c2ea233a4daf,774f1751-74a4-48fb-a011-73d408dddc28,f84246e9-e142-4e4c-b710-b48ad95a5a6f,69f6febb-52d6-44b8-a4c6-00527df9765f,e573de93-9f33-493f-9cc8-c5416bda84b3",,,,,,,,,See page 266 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
dc1c5beb-8ace-4183-a307-b035833d34b3,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,37c126d2-a597-4728-8d13-aca5b6f4d7c5,,,,,,,,,,,Yes,0,No,No,No
196d0222-7dfc-4ac2-8c32-17a09f82925d,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,1d21b6da-9179-438b-b8f4-71ee8e76a209,,,,,,,,,,,Yes,0,No,No,No
96271b91-63ea-4d66-8e38-7021cbdd0eb3,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,f21dc30e-43c6-4492-8971-c2ea233a4daf,,,,,,,,,,,Part,Opportunities not specified by SEC,No,No,No
3d4009ef-53e6-4d47-ad35-6bad3e111647,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,774f1751-74a4-48fb-a011-73d408dddc28,,,,,,,,,,,Yes,0,No,No,No
ce62cfc4-6e2d-46ce-9961-0576e623aa90,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,f84246e9-e142-4e4c-b710-b48ad95a5a6f,,,,,,,,,,,Yes,0,No,No,No
ae3e062f-643d-41a0-8fdb-acf4ee1e6027,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,69f6febb-52d6-44b8-a4c6-00527df9765f,,,,,,,,,,,Yes,0,No,No,No
0b32e1bd-c3f6-4396-9fde-9593f4624521,Transition,,,9d71d099-9689-4738-8bf9-fb36933612c6,e573de93-9f33-493f-9cc8-c5416bda84b3,,,,,,,,,,,Yes,0,No,No,No
5c629bf2-af12-42c8-bc4b-039bde6241d0,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,J. Registrants Subject to the Climate-Related Disclosure Rules and Affected Forms,,,,,,,,,,,See page 275 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
6af24bbf-6082-48ba-a109-ad4ee2703fde,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,K. Structured Data Requirement,,,,,,,,,,,See page 283 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
764a4979-2ee6-46b0-a522-81156e2ba4fd,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,L. Treatment for Purposes of Securities Act and Exchange Act,,,,,,,,,,,See page 286 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
bbea316d-0bf0-42cd-9f89-efce5847ece1,Object,cd65e7e0-75d5-4aee-acc7-04a515f15086,M. Compliance Date,,,,,,,,,,,See page 289 of the SEC proposed Rule on the Enhancement and Standardization of Climate-Related Disclosures for Investors,,,,,,
