ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Description,Additional Info,Quant_Qual
8198713e-45c4-4ecf-a1cf-c2a48fe94c0d,Attribute,e9815ab5-f713-42b1-bc3b-04307bc27351,"E5-9 – Financial effects from resource use and circular economy-related impacts, risks and opportunities",,,,,,,,The undertaking shall disclose its financial effects of material risks and opportunities arising from resource use and circular economy-related impacts and dependencies.,"The undertaking may include an assessment of the market size of related products and services at risk over the short-, medium-, and long-term, explaining how these are defined, how financial amounts are estimated and which critical assumptions are made.",Qualitative
f0089ff4-5bc3-4382-863f-5dc61c5d3d4e,Layer,,ESRS S1 - Own Workforce,,,,,,,,,,
73957f96-c127-456e-a683-354265941f0e,Object,f0089ff4-5bc3-4382-863f-5dc61c5d3d4e,"Policies, targets, action plans and resources",,,,,,,,,,
9dff0d02-1a4b-4348-ad11-8b8468bd0169,Attribute,73957f96-c127-456e-a683-354265941f0e,S1-1 – Policies related to own workforce,,,,,,,,"The undertaking shall state its policies that address the management of its material impacts on own workforce, as well as associated material risks and opportunities; and provide a summary of the content of the policies and how they are communicated1 .","The summary of the description of the policy shall contain the information requirements defined in ESRS 1 Disclosure Principle 1 – On policies adopted to manage material sustainability matters. 17. Where a policy is publicly available, the undertaking may provide a link to the policy. 18. The undertaking shall state human rights policy commitments that are relevant to own workforce, including those policies to monitor compliance with UN Global Compact principles or OECD Guidelines for Multinational enterprises, in relation to the social matters described in paragraph 2 of the Objective section, as well as those that address2 : (a) respect for the human rights of all stakeholders; (b) respect for the human rights, including labour rights, of own workers; (c) engagement with affected stakeholders; and (d) measures to provide and/or enable remedy for human rights impacts. 19. The undertaking shall also state whether its policies in relation to own workers explicitly address trafficking in human beings, forced or compulsory labour and child labour. 20. The undertaking shall also include a statement if it does not have a workplace accident prevention policy or management system3 . 21. The undertaking shall summarise how the policy that addresses material impacts on, and risks and opportunities in relation to, own workforce (including policy commitments, codes of conduct and other relevant policies as outlined above) is communicated in an accessible form to own workers. 22. If the undertaking cannot disclose the above required information, because it does not believe it has material impacts, risks and opportunities in relation to own workforce or it has not adopted a policy and/or objectives as outlined in ESRS 1, it shall disclose this to be the case, shall provide reasons for not having adopted a policy or objectives, and may report a timeframe in which it aims to have such policy or objectives in place.",Qualitative
b2776da1-7899-411c-96c0-4d1d99c6a68c,Attribute,73957f96-c127-456e-a683-354265941f0e,S1-2 – Processes for engaging with own workers and workers’ representatives about impacts,,,,,,,,The undertaking shall explain its general processes for engaging with its own workers and workers' representatives about actual and potential material impacts on its own workforce.,"The undertaking shall explain whether and how the perspectives of its own workforce inform the decisions or activities aimed at managing the actual and potential material impacts on its workforce. This shall include, where relevant, an explanation of: (a) whether engagement occurs with the undertaking’s own workers or workers' representatives; (b) the stage(s) at which engagement occurs (for example, in assessing material impacts on own workers, in determining approaches or in evaluating their effectiveness), and the type of engagement (e.g. information, consultation, participation, etc.), as well as the frequency of the engagement (e.g. quarterly, yearly, etc); (c) what role or function within the undertaking has responsibility for ensuring that this engagement happens and that the results inform the undertaking’s approach; (d) any Framework Agreement or other agreements that the undertaking has with workers' representatives related to the respect of human rights of its own workforce, in relation to the social matters listed in paragraph 2 of the Objectives section; and (e) how the effectiveness of and, where relevant, outcomes and agreements from engagements are monitored.",Qualitative
79302d94-7ba7-460b-b660-38d7bb65573c,Attribute,73957f96-c127-456e-a683-354265941f0e,S1-3 – Channels for own workers and workers' representatives to raise concerns,,,,,,,,The undertaking shall describe: (a) the channels it has in place for own workers and workers’ representatives to raise their concerns or needs directly with the undertaking; and/or (b) the processes through which the undertaking supports the availability of such channels through the workplace of own workers; and (c) how it monitors issues raised and addressed.,"The undertaking shall report if there are channels in place to cover the following: (a) workers’ working conditions, including workforce training and development, health and safety (including access to water and sanitation), working hours, work-life balance, payment of fair wages, and access to social security; (b) workers’ access to equal opportunities, including freedom from discrimination on the basis of gender, racial or ethnic origin, nationality, religion or belief, disability, age or sexual orientation; equality in pay; access to secure employment; equal treatment regarding working conditions, access to social protection and training; and the inclusion
of persons with disabilities; and
(c) Other workers’ work-related rights, including freedom of association and collective
bargaining, social dialogue, child labour, forced labour, privacy at work, and adequate
housing.
30. The undertaking shall explain whether and how it knows that its own workers are aware of,
and trust, these structures or processes as a way to raise their concerns or needs and have
them addressed. Also whether the undertaking has policies in place regarding the
protection of individuals that use them, including workers’ representatives, against
retaliation.
31. If the undertaking cannot disclose the above required information because it has not
adopted a channel for raising concerns and/or does not support the availability of
mechanism in the workplace for own workers, it shall disclose this to be the case. It shall
then also provide reasons for not having adopted such a channel and may report a
timeframe in which it aims to have such a channel to be in place.",Qualitative
f7893ecb-1f2b-43e7-9e76-05ede0e49895,Attribute,73957f96-c127-456e-a683-354265941f0e,"S1-4 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,,,,,,,The undertaking shall explain any outcome-oriented targets it may have related to: (a) reducing negative impacts on its own workforce; and/or (b) advancing positive impacts on its own workforce; and/or (c) managing material risks and opportunities related to its own workforce.,"The undertaking shall disclose any targets with regard to: (a) workers’ working conditions, including workforce training and development, health and safety (including access to water and sanitation), working hours, work-life balance, payment of fair wages, and access to social security; (b) workers’ access to equal opportunities, including freedom from discrimination on the basis of gender, racial or ethnic origin, nationality, religion or belief, disability, age or sexual orientation; equality in pay; access to secure employment; equal treatment regarding working conditions, access to social protection and training; and inclusion of persons with disabilities; and (c) workers’ other work-related rights, including rights related to freedom of association and collective bargaining, social dialogue, child labour, forced labour, privacy at work, and adequate housing. The undertaking shall disclose the process for setting the targets, including whether and
how the undertaking engaged directly with its own workers and workers' representatives in:
(a) setting any such targets;
(b) tracking the undertaking’s performance against them; and
(c) identifying any lessons or improvements as a result of the undertaking’s performance.
38. The undertaking, when applicable, shall disclose the connection and cross-refer any targets
disclosed under this Disclosure Requirement and those disclosures from the performance
measures provided under the sections below on Working Conditions, Equal Opportunities
and Other Work-Related Rights.",Qualitative
ee54f47e-1e6b-467b-9091-e58bfa8714e2,Attribute,73957f96-c127-456e-a683-354265941f0e,S1-5 – Taking action on material impacts on own workforce and effectiveness of those actions,,,,,,,,"The undertaking shall explain: (a) what action is planned or underway to prevent, mitigate or remedy material negative impacts on its own workforce that are connected to its operations, products or services; (b) any additional initiatives or processes it has in place with the primary purpose of delivering positive impacts for its own workforce; and (c) how it assesses the effectiveness of these actions, programmes and processes in delivering outcomes for its own workforce.","The undertaking shall describe its approaches to: (a) identifying what action is needed and appropriate in response to a particular actual or potential material negative impact; (b) taking action in relation to specific material impacts on its own workers; and (c) ensuring that processes to provide or enable remedy in the event of negative impacts are available and effective in their implementation and outcomes. 43. The undertaking shall describe the approaches and processes through which it tracks the effectiveness of the actions it takes to address impacts. Where it has in place a target in relation to a material impact, as disclosed under ESRS S1 Disclosure Requirement 4, it shall explain how these efforts to track the effectiveness of its actions, including any indicators it uses, relate to the target and help the undertaking evaluate its progress. 44. The undertaking shall also describe whether it has additional initiatives or processes in place whose primary purpose is to deliver positive impacts for its own workers.",Qualitative
f7b5729a-fd38-4a19-83ce-b8bcbd080cff,Attribute,73957f96-c127-456e-a683-354265941f0e,S1-6 – Approaches to mitigating material risks and pursuing material opportunities related to own workforce,,,,,,,,The undertaking shall explain: (a) what action is planned or underway to mitigate material risks for the undertaking arising from its impacts and dependencies on its own workers; and (b) what action is planned or underway to pursue material opportunities for the undertaking in relation to own workers,"The undertaking shall explain how the actions it has planned or is implementing to pursue material opportunities for the undertaking arising from its impacts and dependencies on its own workforce are expected to achieve the opportunities, and how it tracks their effectiveness in practice, including any evidence to date of their success.",Qualitative
e396169d-be2c-467e-97be-b35ebc219dab,Object,f0089ff4-5bc3-4382-863f-5dc61c5d3d4e,Performance measures,,,,,,,,,,
3413d4d6-a701-4163-9a9d-eb088062d4ed,Attribute,e396169d-be2c-467e-97be-b35ebc219dab,S1-7 – Characteristics of the Undertaking’s Employees,,,,,,,,The undertaking shall describe key characteristics of employees in its own workforce.,"The disclosure required by paragraph 49 shall include: (a) a report of the total number of: i. employees, and a breakdown by country for countries in which the undertaking has 50 or more employees; ii. permanent employees, and a breakdown by gender; iii. temporary employees, and a breakdown by gender; iv. non-guaranteed hours employees, and a breakdown by gender; v. full-time employees, and a breakdown by gender; vi. part-time employees, and a breakdown by gender; For each of the items required by (a) ii. to (a) vi. the undertaking shall also provide a
breakdown by country for those countries in which 10% or more of the undertaking’s
employees are located.
(b) a description of the methodologies and assumptions used to compile the data, including
whether the numbers are reported:
i. in headcount, full-time equivalent (FTE), or using another methodology; and
ii. at the end of the reporting period, as an average across the reporting period,
or using another methodology.
(c) the provision of contextual information necessary to understand the data;
(d) a description of significant fluctuations in the number of employees during the reporting
period and between the current and the previous reporting period;
(e) a cross-reference of the information reported under (a) i. above and the average
number of employees to the most representative number in the financial statements.",Qualitative
38673df7-124f-4405-bc90-17186a7a47cb,Attribute,e396169d-be2c-467e-97be-b35ebc219dab,S1-8 – Characteristics of non-employee workers in the undertaking’s own workforce,,,,,,,,The undertaking shall describe key characteristics of non-employee workers in its own workforce.,"The disclosure required by paragraph 52 shall include: (a) a report of the total number of non-employee workers in own workforce, i.e. either individuals with contracts with the undertaking to supply labour (“self-employed workers”) or workers provided by undertakings primarily engaged in “employment activities” (NACE Code N78), including a description of: i. the most common types of workers and their relationship with the undertaking; ii. the type of work they perform; (b) an explanation of the methodologies and assumptions used to compile the data, including whether the number of in own workforce is reported: i. in headcount, full-time equivalent (FTE), or using another methodology; ii. at the end of the reporting period, as an average across the reporting period, or using another methodology; (c) a description of significant fluctuations in the number of non-employee workers in the undertaking’s own workforce during the reporting period and between the current and the previous reporting period;",Qualitative
41a8b836-1e7f-4d87-8694-7217a941d519,Object,f0089ff4-5bc3-4382-863f-5dc61c5d3d4e,Working conditions,,,,,,,,,,
525c2de2-a775-442e-b13a-da70b2fbe90a,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,S1-9 – Training and Skills Development indicators,,,,,,,,"The undertaking shall disclose the extent to which training, and development is provided to its own workforce.","The disclosures detailed below shall be provided for employees and non-employees separately. For employees, the information shall be disaggregated at the level of granularity required by datapoints described below for (a) - (c) and, for non-employees, no further disaggregation shall be required. The information to be disclosed shall include: (a) the percentage of own workers that participated in regular performance and career development reviews for each employee category; (b) the average number of training hours per person in own workforce by employee category and gender; and (c) average expenses on training per full-time equivalent (FTE) for the reporting year. In addition, the undertaking shall reconcile the total expenses included in the numerator of this ratio with the most representative amount recorded in the financial statements.",Qualitative
d024021c-118b-4617-ae71-369d9a81c642,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,S1-10 – Coverage of the health and safety management system,,,,,,,,The undertaking shall disclose information on the extent to which its own employees are covered by its health and safety management system.,"The information required by this Disclosure Requirement shall include: (a) a description of the management systems, standards or guidelines that have been implemented by the undertaking, including a statement as to whether these are derived from recognised frameworks, standards or guidelines. If the undertaking excludes nonemployee workers from the health and safety management system, this information shall be disclosed. The undertaking may cross-reference to the section on Policies, Targets, Action plans and resources of this Standard where this information may be reported; and (b) the percentage of own employees who are covered by the undertaking’s health and safety management system based on legal requirements and/or recognised standards or guidelines.",Qualitative
121ce366-d716-400d-b303-81bb1db3602f,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,S1-11 – Performance of the health and safety management system,,,,,,,,"The undertaking shall disclose the number of incidents associated with work-related injuries, ill health and fatalities of its own workers.",,Qualitative
db9564d6-c7fe-474c-af42-8cfd6285f0ea,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,Optional Disclosure Requirement S1-12 – Working Hours,,,,,,,,The undertaking shall disclose the percentage of its own workers that exceed 48 hours of work per week over the applicable reference period.,"The disclosure required shall include the percentage of own workers (as full-time equivalents) working more than 48 hours per week, including overtime.",Qualitative
2c52b582-eb5a-4caa-a123-95cb12dbd727,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,S1-13 – Work-Life Balance indicators,,,,,,,,The undertaking shall disclose to which extent the employees are entitled to and make use of family-related leaves.,"The disclosure required shall include: (a) the percentage of employees entitled to take family-related leaves, disaggregated by gender; (b) the percentage of entitled employees that took family-related leaves disaggregated by gender; and (c) return to work and retention rates of employees that took, maternity, paternity and/or parental leave, disaggregated by gender.",Qualitative
bba807ca-9c7e-403b-9f66-d95fbed93485,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,S1-14 – Fair remuneration,,,,,,,,The undertaking shall disclose information on the remuneration of its lowest-paid own workers.,"The undertaking shall disclose its methodology for calculating the fair wage and the lowest wage. 74. If all of the undertaking’s own workers are earning a fair wage, the undertaking shall report this information.",Qualitative
d69e30c3-d70d-499e-af98-b367bda85a49,Attribute,41a8b836-1e7f-4d87-8694-7217a941d519,S1-15 – Social security eligibility coverage,,,,,,,,The undertaking shall disclose the percentage of its own workers eligible for social security.,"If all of the undertaking’s own workers are eligible for social security coverage, the undertaking shall report this information.",Qualitative
62c1358f-2e6a-4ed7-95e4-fb17a09ffe74,Object,f0089ff4-5bc3-4382-863f-5dc61c5d3d4e,Equal Opportunities,,,,,,,,,,
a0d0a715-c39c-4403-91dc-17668ae82ca4,Attribute,62c1358f-2e6a-4ed7-95e4-fb17a09ffe74,S1-16 – Pay gap between women and men,,,,,,,,The undertaking shall disclose the percentage gap in pay between women and men.,"The undertaking shall disclose the following information: (a) the male-female pay gap, defined as the difference between average gross hourly earnings of male paid employees and of female paid employees expressed as a percentage of average gross hourly earnings of male paid employees66 ; (b) actions taken by the undertaking to reduce the pay gap. The undertaking may state this information by cross-referring to the section of policies, targets, action plans and resources disclosures of this [draft] Standard; and (c) any contextual information necessary to understand the data and how the data has been compiled.",Qualitative
5b0bd2a3-4de3-4f35-911c-fa793bbe0930,Attribute,62c1358f-2e6a-4ed7-95e4-fb17a09ffe74,S1-17 – Annual total compensation ratio,,,,,,,,The undertaking shall disclose the ratio between the compensation of its highest paid individual and the median compensation for its employees.,The undertaking shall disclose the following information: (a) the ratio of the annual total compensation ratio of the highest paid individual to the median annual total compensation for all employees (excluding the highest-paid individual)7 ; (b) the ratio of the percentage change in annual total compensation for the undertaking’s highest-paid individual to the median percentage change in annual total compensation for all employees (excluding the highest-paid individual); and (c) any contextual information necessary to understand the data and how the data has been compiled.,Qualitative
e32eda01-6222-44c7-b6da-1fdf6f49f465,Attribute,62c1358f-2e6a-4ed7-95e4-fb17a09ffe74,S1-18 – Discrimination incidents related to equal opportunities,,,,,,,,"The undertaking shall disclose the number of work-related discrimination incidents, any corrective actions taken during the reporting period and any related material fines or sanctions.","When compiling the information specified in paragraph 85, the undertaking shall include, with respect for the relevant privacy regulations, work-related incidents of discrimination on the grounds of gender, racial or ethnic origin, nationality, religion or belief, disability, age, sexual orientation, or other relevant forms of discrimination involving internal and/or external stakeholders across operations in the reporting period. Discrimination can also include harassment. 88. The undertaking shall report the following information: (a) a description of any complaint or grievance mechanism to report alleged cases of discrimination8 . The undertaking may state this information by cross-referring to the section on Policies, Targets, Action plans and Resources of this Standard; (b) the total number of incidents of discrimination, including harassment, reported in the reporting period; in addition, the number of incidents of discrimination leading to financial sanctions9 ; (c) the status of the incidents and actions taken with reference to the following: i. incidents reviewed by the undertaking; ii. remediation plans being implemented; iii. remediation plans that have been implemented, with results reviewed through routine internal management review processes; and iv. incidents no longer subject to action. (d) how the undertaking assesses the extent to which own workers and workers’ representatives are informed, enabled and protected with regard to the raising of complaints or grievances about discrimination, including harassment; and (e) any contextual information necessary to understand the data and how such data has been compiled. 89. The undertaking shall also disclose the following information if material: (a) the total amount of fines, penalties, and compensation for damages as a result of violations regarding own workers´ equal opportunities rights as specified under the objectives section. (b) if no such material penalties have been suffered, the undertaking may also state this. 90. The undertaking shall reconcile the monetary amounts disclosed with the most relevant amount presented in the financial statements.",Qualitative
7cecdcad-3541-4356-82df-7cc86408b09e,Attribute,62c1358f-2e6a-4ed7-95e4-fb17a09ffe74,S1-19 – Employment of persons with disabilities,,,,,,,,The undertaking shall disclose the percentage of persons with disabilities amongst its own workforce.,The undertaking shall disclose: (a) the percentage of persons with disabilities amongst its own workforce; (b) the total number of own workers with disabilities broken down by gender; and (c) any contextual information necessary to understand the data and how the data has been compiled,Qualitative
bfac025e-1fa5-4640-a777-9783f1980045,Attribute,62c1358f-2e6a-4ed7-95e4-fb17a09ffe74,S1-20 – Differences in the provision of benefits to employees with different employment contract types,,,,,,,,"The undertaking shall disclose information on benefits which are standard for fulltime permanent employees but are not provided to employees with temporary, parttime and non-guaranteed hour contracts.","The benefits to be considered when reporting on differences between standard benefits for full-time permanent employees and employees with temporary, part-time and/or nonguaranteed-hour contracts as required by paragraph 94 shall cover the following: (a) life insurance; (b) health care; (c) disability and invalidity coverage; (d) family-related leave; (e) retirement provision; (f) stock ownership; (g) training and skills development; and (h) other benefits.",Qualitative
98f4fc40-d83a-4552-b240-e1c028e516f6,Object,f0089ff4-5bc3-4382-863f-5dc61c5d3d4e,Other work-related rights,,,,,,,,,,
bcc99c67-8b79-4b64-abb0-af769920f72f,Attribute,98f4fc40-d83a-4552-b240-e1c028e516f6,S1-21 – Grievances and complaints related to other workrelated rights,,,,,,,,The undertaking shall state the number of grievances and complaints received and resolved relating to workers’ other work-related rights.,The disclosure required by paragraph 98 shall include: (a) a statement as to whether the undertaking lacks a grievance/complaints handling mechanism related to employee matters; (b) per each of the rights described under the objective in paragraph 2: i. the number of complaints filed through operational-level grievance mechanisms; ii. the number of complaints raised through internal grievance mechanisms that are found to be substantiated by the undertaking; iii. the number of complaints resolved through remediation; iv. the number of complaints raised to National Contact Points for the OECD Multinational Enterprises; and v. the number of complaints resolved through National Contact Points for the OECD Multinational Enterprises.,Qualitative
4c026951-dbf4-4031-93a1-43e5ea46307a,Attribute,98f4fc40-d83a-4552-b240-e1c028e516f6,S1-22 – Collective bargaining coverage,,,,,,,,The undertaking shall disclose information on the extent to which the working conditions and terms of employment of its own workforce are determined or influenced by collective bargaining agreements.,"The disclosure required by paragraph 101 shall include: (a) the percentage of total employees covered by collective bargaining agreements; (b) for employees not covered by collective bargaining agreements, a description of whether the organisation determines their working conditions and terms of employment based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other organisations; and (c) a description of the extent to which the working conditions and terms of employment of
non-employee workers in their own workforce are determined or influenced by
collective bargaining agreements",Qualitative
d706143e-c384-4733-a83e-108ccf3ffe3b,Attribute,98f4fc40-d83a-4552-b240-e1c028e516f6,S1-23 – Work stoppages,,,,,,,,The undertaking shall disclose the extent of major work stoppages (including both strikes and lockouts) because of disputes between the undertaking and its own workforce.,The disclosure required by paragraph 105 shall include a description of: (a) the number of major work stoppages; (b) for each major work stoppage: i. the number of workers involved; ii. the length in days of each stoppage; and iii. a description of the reasons for each major work stoppage and the steps taken to resolve each dispute. (c) a calculation of the total number of idle person-days FTE due to major work stoppages.,Qualitative
2835bb06-ab07-431c-9458-fbdecaa33e22,Attribute,98f4fc40-d83a-4552-b240-e1c028e516f6,S1-24 – Social dialogue,,,,,,,,The undertaking shall disclose the extent and functioning of social dialogue with workers’ representatives of its own workforce.,"The disclosure required by paragraph 108 shall include: (a) the percentage of own workforce represented at the establishment level by workers’ representatives, for each EEA country in which the undertaking has significant employment; (b) the existence of any agreement with its workforce for representation by a European Works Council (EWC), an Societas Europaea (SE) Works Council, or an Societas Cooperativa Europaea (SCE) Works Council; (c) if any workers’ representatives are included in the undertaking’s administrative, management and supervisory bodies, and if so, a description of the rights, selection process and number of workers’ representatives in the bodies (d) whether significant reorganisation events which trigger information and consultation
rights for workers in the EU labour law acquis and/or national legislation took place and,
if so, how these information and consultation rights were respected in each case. Such
events which trigger information and consultation rights in the EU include:
i. cross-border mergers, takeovers and conversions;
ii. changes in ownership, including takeovers and transfers of undertakings;
iii. significant decreases in employment, including site closures;
iv. insolvencies; and
v. if an EWC, SE or SCE works council exists, a description of transnational
issues including transfer of production across borders.
(e) For operations outside of EEA countries, the undertaking shall report the:
i. minimum number of weeks’ notice typically provided to employees and their
representatives prior to the implementation of significant operational changes
that could substantially affect them; and
ii. for undertakings with collective bargaining agreements, report whether the
notice period and provisions for consultation and negotiation are specified in
collective agreements.",Qualitative
79ebbdfd-de58-4afa-bffb-889602a1236c,Attribute,98f4fc40-d83a-4552-b240-e1c028e516f6,S1-25 – Identified cases of severe human rights issues and incidents,,,,,,,,The undertaking shall disclose the number of severe human rights issues and incidents connected to own workforce which occurred in the reporting year.,"The disclosure required by paragraph 111 shall include a report of: (a) the number of severe human rights issues and incidents connected to the undertaking’s own workforce in the reporting period, including an indication of how many of these are violations of UN Global Compact principles and Organisation for Economic Cooperation and Development (OECD) Guidelines for Multinational Enterprises10; (b) the number of severe human rights incidents where the undertaking has played a role in securing remedy for those affected; and (c) if no such incidents or issues have occurred, the undertaking shall also state this; (a) the total amount of fines, penalties, and compensation for damages as a result of
violations regarding own workers´ equal opportunities rights as specified under the
objectives section; and
(b) if no such material penalties have been suffered, the undertaking may also state this.
115. The undertaking shall reconcile the monetary amounts disclosed with the most relevant
amount presented in the financial statements.",Qualitative
567e0b09-3256-48e7-bd00-4fab85b6c980,Attribute,98f4fc40-d83a-4552-b240-e1c028e516f6,S1-26 – Privacy at work,,,,,,,,The undertaking shall disclose the right to privacy at work for its own workforce.,"The disclosure required by paragraph 116 shall include: (a) a description of the Information Security System utilised with respect to the protection of personal data of workers; (b) the number of data breaches involving worker data. If no such data breaches have been detected, the undertaking shall also state this; and (c) a description of the types of workforce surveillance used and the percentage of workers subject to each form of surveillance.",Qualitative
9536b67c-cc91-4864-8913-db97d52d3610,Layer,,ESRS S2 - Workers in the value chain,,,,,,,,,,
b7d4a55d-7071-48c8-a0bb-5478a2152feb,Object,9536b67c-cc91-4864-8913-db97d52d3610,"General, strategy, governance and materiality assessment",,,,,,,,,,
40354bd1-5b9d-4b7b-98d4-16218ebd8074,Attribute,b7d4a55d-7071-48c8-a0bb-5478a2152feb,S2-1 – Policies related to value chain workers,,,,,,,,"The undertaking shall state its policies that address the management of its material impacts on value chain workers, as well as associated material risks and opportunities; and provide a summary of the content of the policies and how they are communicated1 .","The undertaking shall state human rights policy commitments that are relevant to value chain workers, including policies to monitor compliance with the UN Global Compact principles or OECD Guidelines for Multinational Enterprises, as well as those that address2 : (a) respect for the human rights of all stakeholders; (b) respect for the human rights, including labour rights, of workers; (c) engagement with affected stakeholders; and (d) measures to provide and/or enable remedy for human rights impacts. The undertaking shall also state whether its policies in relation to value chain workers explicitly address trafficking in human beings, forced or compulsory labour and child labour. 16. The undertaking shall summarise how the policy that addresses material impacts on, and risks and opportunities in relation to, value chain workers (including policy commitments, code of conducts and other relevant policies as outlined above) is communicated in an accessible form to value chain workers, business relationships, and other relevant stakeholders in the undertaking's value chain. 17. If the undertaking does not disclose the above required information, because it does not believe it has material impacts, risks or opportunities in relation to value chain workers or it has not adopted a policy and/or objectives as outlined in ESRS 1, it shall disclose this to be the case, shall provide reasons for not having adopted a policy or objectives, and may report a timeframe in which it aims to have such policy or objectives in place.",Qualitative
ada069bd-19eb-4d0d-9171-06d276131a11,Attribute,b7d4a55d-7071-48c8-a0bb-5478a2152feb,S2-2 – Processes for engaging with value chain workers about impacts,,,,,,,,The undertaking shall explain its general processes for engaging with value chain workers and their representatives about actual and potential material impacts on them.,"The undertaking shall explain whether and how the perspectives of value chain workers inform its decisions or activities. This shall include, where relevant, an explanation of: (a) whether engagement occurs with value chain workers or their legitimate representatives, or with credible proxies that have insight into their situation; (b) the stage(s) at which engagement occurs (for example, in assessing material impacts on value chain workers, in determining mitigation approaches or in evaluating their effectiveness), and the type of engagement (e.g. participation, consultation, information, etc.), as well as the frequency of the engagement (e.g. quarterly, yearly, etc); (c) what role or function within the undertaking has responsibility for ensuring this engagement happens and that the results inform the undertaking’s approach; (d) any Global Framework Agreement or other agreements that the undertaking has with global
union federations related to the respect of human rights of workers in the value chain,
including their right to bargain collectively; and
(e) how the effectiveness of, and, where relevant, outcomes and agreements from engagements
are monitored.",Qualitative
4a916871-99a1-456a-a031-3f9085df9ba7,Attribute,b7d4a55d-7071-48c8-a0bb-5478a2152feb,S2-3 – Channels for value chain workers to raise concerns,,,,,,,,The undertaking shall describe: (a) the channels it has in place for value chain workers to raise their concerns or needs directly with the undertaking; and/or (b) the processes through which the undertaking supports the availability of such channels through the workplace of value chain workers; and (c) how it monitors issues raised and addressed.,"The undertaking shall explain whether and how it assesses that value chain workers are aware of and trust these structures or processes as a way to raise their concerns or needs and have them addressed, and whether the undertaking has policies in place regarding the protection of individuals that use them against retaliation.3 25. If the undertaking cannot disclose the above required information because it has not adopted a channel for raising concerns and/or does not support the availability of mechanisms in the workplace of value chain workers, it shall disclose this to be the case. It shall then also provide reasons for not having adopted such a channel or not having such processes and may report a timeframe in which it aims to have such a channel or processes to be in place.",Qualitative
0437042c-508e-4f6d-974d-0a9bd491ef5c,Attribute,b7d4a55d-7071-48c8-a0bb-5478a2152feb,"S2-4 – Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities",,,,,,,,The undertaking shall explain the outcome-oriented targets it may have related to: (a) reducing negative impacts on value chain workers; and/or (b) advancing positive impacts on value chain workers; and/or (c) managing material risks and opportunities related to value chain workers.,"The summary of the description of the targets shall contain the information requirements defined in ESRS 1 General principles related to the Disclosure Principle 1-2 – On targets, progress and tracking effectiveness. 30. The undertaking shall disclose the process for setting the targets, including whether and how the undertaking engaged directly with workers in the value chain or their legitimate representatives, or with credible proxies that have insight into their situation in: (a) setting any such targets; (b) tracking the undertaking’s performance against them; and (c) identifying any lessons or improvements as a result of the undertaking’s performance.",Qualitative
490c6621-2e26-41c9-9aca-cdca328a0317,Attribute,b7d4a55d-7071-48c8-a0bb-5478a2152feb,S2-5 – Taking action on material impacts on value chain workers and effectiveness of those actions,,,,,,,,"The undertaking shall explain: (a) what action is planned or underway to prevent, mitigate or remedy material negative impacts on value chain workers that are connected to its operations, products or services; (b) any additional initiatives or processes it has in place with the primary purpose of delivering positive impacts for value chain workers; and (c) how it assesses the effectiveness of these actions, programmes and processes in delivering intended outcomes for value chain workers.","The undertaking shall describe its approaches to: (a) identifying what action is needed and appropriate in response to a particular actual or potential material negative impact; (b) taking action in relation to specific material negative impacts on value chain workers, including any action in relation to its own purchasing or other internal practices, as well as capacitybuilding or other forms of engagement with entities in the value chain, or forms of collaborative action with industry peers or other relevant parties; and (c) ensuring that processes to provide or enable remedy in the event of negative impacts are
available and effective in their implementation and outcomes.
35. The undertaking shall describe the approaches and processes through which it tracks the
effectiveness of the actions it takes to address impacts. Where it has in place a target in relation
to a material impact, as disclosed under ESRS S2-4 Disclosure Requirement, it shall explain how
these efforts to track the effectiveness of its actions, including any indicators it uses, relate to the
target and help the undertaking evaluate its progress.
36. The undertaking shall also describe whether it has additional initiatives or processes in place
whose primary purpose is to deliver positive impacts for value chain workers, and how it tracks
effectiveness of these initiatives and processes.",Qualitative
a5691d3b-933e-4dee-b8a6-629a44ce5534,Attribute,b7d4a55d-7071-48c8-a0bb-5478a2152feb,S2-6 – Approaches to mitigating material risks and pursuing material opportunities related to value chain workers,,,,,,,,The undertaking shall explain: (a) what action is planned or underway to mitigate material risks for the undertaking arising from its impacts and dependencies on value chain workers; and (b) what action is planned or underway to pursue material opportunities for the undertaking in relation to value chain workers.,"The undertaking shall explain how the actions it has planned or is implementing to pursue material opportunities for the undertaking arising from its impacts and dependencies on value chain workers are expected to achieve the opportunities, and how it tracks their effectiveness in practice, including any evidence to date of their success.",Qualitative
1dca0db8-e54d-42b5-a69a-ff15c60f450d,Layer,,ESRS S3 - Affected Communities,,,,,,,,,,
b019caa1-a079-41f3-80e5-41b792fcc93f,Object,1dca0db8-e54d-42b5-a69a-ff15c60f450d,"General, strategy, governance and materiality assessment",,,,,,,,,,
