ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Row,Comments/Description,Column
acb09838-4ed7-4e2b-bf8d-adff5efd4404,Attribute,b13ce6eb-57d1-4eb1-9377-3edf9b787c2a,Enabling activities: B%,,,,,,,,,,
2485da8a-6e9a-494d-9e10-e0fb942250bf,Group,9c08b1b8-9a9a-4c23-9f07-3c0a90b00549,CapEx: %,,,,,,,,,,
5207dd9b-515f-436f-8f20-f3ee5692a3f6,Attribute,2485da8a-6e9a-494d-9e10-e0fb942250bf,Transitional activities: A%,,,,,,,,,,
ee953397-90be-4428-9632-ce24fbb7245f,Attribute,2485da8a-6e9a-494d-9e10-e0fb942250bf,Enabling activities: B%,,,,,,,,,,
f95e83e0-6969-44f0-8478-5fd0242a0e45,Layer,,Art. 8: KPIs of Credit Institutions,,,,,,,,,,
2ef70d62-f10f-4568-b843-6b8042f75bf7,Object,f95e83e0-6969-44f0-8478-5fd0242a0e45,Summary of KPIs,,,,,,,,,,
7f97fec5-7d80-49fb-8ad6-39fe5785c643,Group,2ef70d62-f10f-4568-b843-6b8042f75bf7,Green asset ratio (GAR) stock,,,,,,,,1: GAR stock,Main KPI,
243077a1-5d1b-446d-9941-bce7320a50de,Attribute,7f97fec5-7d80-49fb-8ad6-39fe5785c643,Total environmentally sustainable assets,,,,,,,,1: GAR stock,,a
e433dcf8-a649-49e5-8495-cb0636bfef45,Attribute,7f97fec5-7d80-49fb-8ad6-39fe5785c643,KPI (Counterparty turnover),,,,,,,,1: GAR stock,Based on the Turnover KPI of the counterparty,b
e683c4f8-1393-4aa7-b5d2-6a256a80080a,Attribute,7f97fec5-7d80-49fb-8ad6-39fe5785c643,KPI (Counterparty CapEx),,,,,,,,1: GAR stock,"Based on the CapEx KPI of the counterparty, except for lending activities where for general lending Turnover KPI is used",c
6b333c6b-28c4-4386-b487-ac5161ae58c0,Attribute,7f97fec5-7d80-49fb-8ad6-39fe5785c643,% coverage (over total assets),,,,,,,,1: GAR stock,% of assets covered by the KPI over banks' total assets,d
9f8d8ef9-27f3-4aa4-b275-5801372b7837,Group,2ef70d62-f10f-4568-b843-6b8042f75bf7,GAR (flow),,,,,,,,2: GAR flow,Additional KPI,
840c9863-45c4-45eb-b52a-68cfe645f4bb,Attribute,9f8d8ef9-27f3-4aa4-b275-5801372b7837,Total environmentally sustainable activities,,,,,,,,2: GAR flow,,a
9c0d5fdb-9ba6-4177-8e1b-9ad9519b6376,Attribute,9f8d8ef9-27f3-4aa4-b275-5801372b7837,KPI (Counterparty turnover),,,,,,,,2: GAR flow,Based on the Turnover KPI of the counterparty,b
ebebc131-2fb7-473e-a5cf-4c753c1ad959,Attribute,9f8d8ef9-27f3-4aa4-b275-5801372b7837,KPI (Counterparty CapEx),,,,,,,,2: GAR flow,"Based on the CapEx KPI of the counterparty, except for lending activities where for general lending Turnover KPI is used",c
8b288354-fe8b-4d44-8235-035f46a2debd,Attribute,9f8d8ef9-27f3-4aa4-b275-5801372b7837,% coverage (over total assets),,,,,,,,2: GAR flow,% of assets covered by the KPI over banks' total assets,d
b61b0918-98fe-4880-8000-6c1ff6d22fd3,Group,2ef70d62-f10f-4568-b843-6b8042f75bf7,Trading book,,,,,,,,3: Trading book,"Additional KPI. For credit institutions that do not meet the conditions of Article 94(1) of the CRR or the conditions set out in Article 325a(1) of the CRR. Institutions shall disclose forward-looking information for this KPI, including information in terms of targets, together with relevant explanations on the methodology applied.",
815f956f-59d1-4f64-8563-8887643617f4,Attribute,b61b0918-98fe-4880-8000-6c1ff6d22fd3,Total environmentally sustainable activities,,,,,,,,3: Trading book,,a
a015701f-46d2-4818-b02c-7e7fcb71e559,Attribute,b61b0918-98fe-4880-8000-6c1ff6d22fd3,KPI (Counterparty turnover),,,,,,,,3: Trading book,Based on the Turnover KPI of the counterparty,b
024d7be1-74f9-439e-8dfd-78e31733b113,Attribute,b61b0918-98fe-4880-8000-6c1ff6d22fd3,KPI (Counterparty CapEx),,,,,,,,3: Trading book,"Based on the CapEx KPI of the counterparty, except for lending activities where for general lending Turnover KPI is used",c
cb738bf7-f2ca-4ac9-a1c5-c1e7ee8612e2,Group,2ef70d62-f10f-4568-b843-6b8042f75bf7,Financial guarantees,,,,,,,,4: Financial guarantees,Additional KPI,
cc541a6a-9eb4-4819-92b2-124a6c0160e9,Attribute,cb738bf7-f2ca-4ac9-a1c5-c1e7ee8612e2,Total environmentally sustainable activities,,,,,,,,4: Financial guarantees,,a
02bdd470-6eb5-4789-9fff-9c20455b74d1,Attribute,cb738bf7-f2ca-4ac9-a1c5-c1e7ee8612e2,KPI (Counterparty turnover),,,,,,,,4: Financial guarantees,Based on the Turnover KPI of the counterparty,b
1c0940e8-f7c5-4b5e-b2b7-ff3a8ece90d0,Attribute,cb738bf7-f2ca-4ac9-a1c5-c1e7ee8612e2,KPI (Counterparty CapEx),,,,,,,,4: Financial guarantees,"Based on the CapEx KPI of the counterparty, except for lending activities where for general lending Turnover KPI is used",c
e12753b8-941b-4139-9f09-cde0cb720681,Group,2ef70d62-f10f-4568-b843-6b8042f75bf7,Assets under management,,,,,,,,5: Assets under management,Additional KPI,
b3c7cb62-44eb-4eec-91e4-4bd1833425d0,Attribute,e12753b8-941b-4139-9f09-cde0cb720681,Total environmentally sustainable activities,,,,,,,,5: Assets under management,,a
06979922-349f-4c8c-82c9-b58f35a35557,Attribute,e12753b8-941b-4139-9f09-cde0cb720681,KPI (Counterparty turnover),,,,,,,,5: Assets under management,Based on the Turnover KPI of the counterparty,b
936d1a84-59d8-40a1-a4b6-63679c3a01ad,Attribute,e12753b8-941b-4139-9f09-cde0cb720681,KPI (Counterparty CapEx),,,,,,,,5: Assets under management,"Based on the CapEx KPI of the counterparty, except for lending activities where for general lending Turnover KPI is used",c
8b5da2ac-be41-46e5-b47e-666100c889a6,Group,2ef70d62-f10f-4568-b843-6b8042f75bf7,Fees and commissions income,,,,,,,,6: Fees and commissions income,"Additional KPI. Fees and commissions income from services other than lending and AuM. Institutions shall disclose forward-looking information for this KPI, including information in terms of targets, together with relevant explanations on the methodology applied.",
3ae554de-ac4b-4d90-b95a-79a822e569a2,Attribute,8b5da2ac-be41-46e5-b47e-666100c889a6,Total environmentally sustainable activities,,,,,,,,6: Fees and commissions income,,a
7425afb5-bb60-4c74-b8f3-446383c37604,Attribute,8b5da2ac-be41-46e5-b47e-666100c889a6,KPI (Counterparty turnover),,,,,,,,6: Fees and commissions income,Based on the Turnover KPI of the counterparty,b
0dd5153e-f390-4d2d-a7a4-47e04e4711c2,Attribute,8b5da2ac-be41-46e5-b47e-666100c889a6,KPI (Counterparty CapEx),,,,,,,,6: Fees and commissions income,"Based on the CapEx KPI of the counterparty, except for lending activities where for general lending Turnover KPI is used",c
520d1cac-a190-45c2-a675-0f29154fa379,Object,f95e83e0-6969-44f0-8478-5fd0242a0e45,Assets for the calculation of GAR,,,,,,,,,"1. This template shall include information for loans and advances, debt securities and equity instruments in the banking book, towards financial corporates, non-financial corporates (NFC), including SMEs, households (including residential real estate, house renovation loans and motor vehicle loans only) and local governments/municipalities (house financing).

2. The following accounting categories of financial assets should be considered: Financial assets at amortised cost, financial assets at fair value through other comprehensive income, investments in subsidiaries, joint ventures and associates, financial assets designated at fair value through profit or loss and non-trading financial assets mandatorily at fair value through profit or loss, and real estate collaterals obtained by credit institutions by taking possession in exchange in of cancellation of debts.

3. Banks with non-EU subsidiary should provide this information separately for exposures towards non-EU counterparties. For non-EU exposures, while there are additional challenges in terms of absence of common disclosure requirements and methodology, as the EU taxonomy and the NFRD apply only at EU level, given the relevance of these exposures for those credit institutions with non-EU subsidiaries, these institutions should disclose a separate GAR for non-EU exposures, on a best effort basis, in the form of estimates and ranges, using proxies, and explaining the assumptions, caveats and limitations.

4. For motor vehicle loans, institutions shall only include those exposures generated after the date of application of the disclosure.",
e946b48a-3881-40a5-b7a6-6cfbf2fdeab5,Group,520d1cac-a190-45c2-a675-0f29154fa379,Total gross carrying amount,,,,,,,,,Million EUR,a
49b4862e-b7be-4865-842b-55211d7aa99d,Group,e946b48a-3881-40a5-b7a6-6cfbf2fdeab5,Climate Change Mitigation (CCM),,,,,,,,,,b-f
8eda63e5-2cc7-46d9-864c-1c2e4084f312,Group,49b4862e-b7be-4865-842b-55211d7aa99d,Of which towards taxonomy relevant sectors (Taxonomy-eligible),,,,,,,,,Million EUR,b
8ef18983-fe63-4430-af4e-8dbe9f7a8dac,Group,8eda63e5-2cc7-46d9-864c-1c2e4084f312,Of which environmentally sustainable (Taxonomy-aligned),,,,,,,,,Million EUR,c
ccd427b3-b33f-44f7-8441-a5ebca6097b7,Attribute,8ef18983-fe63-4430-af4e-8dbe9f7a8dac,Of which specialised lending,,,,,,,,,Million EUR,d
0972e08f-26b7-4820-9272-52150c8a53c9,Attribute,8ef18983-fe63-4430-af4e-8dbe9f7a8dac,Of which transitional,,,,,,,,,Million EUR,e
7f3dea5b-839b-4d41-8202-eeced5b4fb2c,Attribute,8ef18983-fe63-4430-af4e-8dbe9f7a8dac,Of which enabling,,,,,,,,,Million EUR,f
0dcd89dd-5a0e-4fcb-b2db-7dcedb17da41,Group,e946b48a-3881-40a5-b7a6-6cfbf2fdeab5,Climate Change Adaptation (CCA),,,,,,,,,,g-k
38781f81-a428-4b46-9324-679536e4619e,Group,0dcd89dd-5a0e-4fcb-b2db-7dcedb17da41,Of which towards taxonomy relevant sectors (Taxonomy-eligible),,,,,,,,,Million EUR,g
6b88f7d3-d0cf-43a9-97b4-a887c9dc65f0,Group,38781f81-a428-4b46-9324-679536e4619e,Of which environmentally sustainable (Taxonomy-aligned),,,,,,,,,Million EUR,h
35abafb3-0ed3-44b4-a8c0-8310041695d2,Attribute,6b88f7d3-d0cf-43a9-97b4-a887c9dc65f0,Of which specialised lending,,,,,,,,,Million EUR,i
779eb224-d97a-4f8f-adef-41ef94a50a66,Attribute,6b88f7d3-d0cf-43a9-97b4-a887c9dc65f0,Of which adaptation,,,,,,,,,Million EUR,j
53334347-0b40-4685-91b6-f7ef8ef0b043,Attribute,6b88f7d3-d0cf-43a9-97b4-a887c9dc65f0,Of which enabling,,,,,,,,,Million EUR,k
5e811420-9fa2-4127-8996-3bfd473446f7,Group,e946b48a-3881-40a5-b7a6-6cfbf2fdeab5,Total (CCM + CCA),,,,,,,,,,l-p
706cdb58-d3b1-4d99-956d-5234c37ad45b,Group,5e811420-9fa2-4127-8996-3bfd473446f7,Of which towards taxonomy relevant sectors (Taxonomy-eligible),,,,,,,,,Million EUR,l
3f9d72f0-8d79-4535-b347-616037f6feea,Group,706cdb58-d3b1-4d99-956d-5234c37ad45b,Of which environmentally sustainable (Taxonomy-aligned),,,,,,,,,Million EUR,m
4e748c2e-2f4b-484f-ae67-6f92c7bb1f61,Attribute,3f9d72f0-8d79-4535-b347-616037f6feea,Of which specialised lending,,,,,,,,,Million EUR,n
526b5868-c05f-49ca-987b-038b821dcda3,Attribute,3f9d72f0-8d79-4535-b347-616037f6feea,Of which transitional/adaptation,,,,,,,,,Million EUR,o
95b27880-e568-4c6e-94ff-b96e178a9486,Attribute,3f9d72f0-8d79-4535-b347-616037f6feea,Of which enabling,,,,,,,,,Million EUR,p
a5eeff1d-957a-4782-9d53-1b218341c3d2,Group,520d1cac-a190-45c2-a675-0f29154fa379,GAR - Covered assets in both numerator and denominator,,,,,,,,1,Million EUR,
7623a0e1-6368-4875-8d9b-024f7b225903,Group,a5eeff1d-957a-4782-9d53-1b218341c3d2,"Loans and advances, debt securities and equity instruments not HfT eligible for GAR calculation",,,,,,,,2,Million EUR,
4c5e5c57-501a-45fe-bbda-aa861613eceb,Group,7623a0e1-6368-4875-8d9b-024f7b225903,Financial corporations,,,,,,,,3,Million EUR,
1193a95b-a0e4-405b-9594-36e5abe4f893,Group,4c5e5c57-501a-45fe-bbda-aa861613eceb,Credit institutions,,,,,,,,4,Million EUR,
c632c9d7-3b8e-4f84-8e98-41ccff2ef9dd,Attribute,1193a95b-a0e4-405b-9594-36e5abe4f893,Loans and advances,,,,,,,,5,Million EUR,
e6bd76f5-e8bb-4414-81fd-d363c406a00f,Attribute,1193a95b-a0e4-405b-9594-36e5abe4f893,"Debt securities, including UoP",,,,,,,,6,Million EUR,
3f32e1f7-8531-4e96-ba5f-bec639149d03,Attribute,1193a95b-a0e4-405b-9594-36e5abe4f893,Equity instruments,,,,,,,,7,Million EUR,
6b7a0382-800a-47b5-8037-2b3a26fc28ad,Group,4c5e5c57-501a-45fe-bbda-aa861613eceb,Other financial corporations,,,,,,,,8,Million EUR,
51cc94c5-d631-46da-8724-37970e5b2655,Group,6b7a0382-800a-47b5-8037-2b3a26fc28ad,of which investment firms,,,,,,,,9,Million EUR,
d04b4169-d27c-4bd2-a88a-9c05c32892fc,Attribute,51cc94c5-d631-46da-8724-37970e5b2655,Loans and advances,,,,,,,,10,Million EUR,
5f7f9913-a529-40e6-a5ad-cc7c4ca7743e,Attribute,51cc94c5-d631-46da-8724-37970e5b2655,"Debt securities, including UoP",,,,,,,,11,Million EUR,
862e77e2-bbdf-4afe-bcf9-f83a27fd133c,Attribute,51cc94c5-d631-46da-8724-37970e5b2655,Equity instruments,,,,,,,,12,Million EUR,
84e73ea2-ee4e-4182-84ff-466888a27630,Group,6b7a0382-800a-47b5-8037-2b3a26fc28ad,of which  management companies,,,,,,,,13,Million EUR,
d20763df-6c0f-4353-b707-f2d3497853ad,Attribute,84e73ea2-ee4e-4182-84ff-466888a27630,Loans and advances,,,,,,,,14,Million EUR,
60af288e-a3a6-463c-9afe-cb4635f8d979,Attribute,84e73ea2-ee4e-4182-84ff-466888a27630,"Debt securities, including UoP",,,,,,,,15,Million EUR,
8d235240-f468-4b04-a16e-2572da3eff5e,Attribute,84e73ea2-ee4e-4182-84ff-466888a27630,Equity instruments,,,,,,,,16,Million EUR,
046a20be-86e1-462f-8edc-8b7e2f0223dd,Group,6b7a0382-800a-47b5-8037-2b3a26fc28ad,of which insurance undertakings,,,,,,,,17,Million EUR,
12f67973-3d45-469f-8790-0bbf7dac7612,Attribute,046a20be-86e1-462f-8edc-8b7e2f0223dd,Loans and advances,,,,,,,,18,Million EUR,
acb87b77-e904-4f99-9a3b-90f9e3b5e2c8,Attribute,046a20be-86e1-462f-8edc-8b7e2f0223dd,"Debt securities, including UoP",,,,,,,,19,Million EUR,
df06a8a4-6290-4458-9c94-386ed75dcb1f,Attribute,046a20be-86e1-462f-8edc-8b7e2f0223dd,Equity instruments,,,,,,,,20,Million EUR,
d5ffe90d-2207-4a3d-8e7f-27132568fd5d,Group,4c5e5c57-501a-45fe-bbda-aa861613eceb,Non-financial corporations,,,,,,,,21,Million EUR,
f566ac0c-6365-4887-94f7-2120692a87f9,Group,d5ffe90d-2207-4a3d-8e7f-27132568fd5d,NFCs subject to NFRD disclosure obligations,,,,,,,,22,Million EUR,
24c29d50-52fb-42a5-aff5-649ae5ac7ea0,Attribute,f566ac0c-6365-4887-94f7-2120692a87f9,Loans and advances,,,,,,,,23,Million EUR,
dd779fbc-6e17-4aa0-b3e7-dbf5e707e926,Attribute,f566ac0c-6365-4887-94f7-2120692a87f9,"Debt securities, including UoP",,,,,,,,24,Million EUR,
b16e95c8-f061-468c-a1de-0ee8be26f42b,Attribute,f566ac0c-6365-4887-94f7-2120692a87f9,Equity instruments,,,,,,,,25,Million EUR,
754b4b47-ccbb-4271-a9a0-d96dadb88261,Group,d5ffe90d-2207-4a3d-8e7f-27132568fd5d,Households,,,,,,,,26,Million EUR,
7ce25755-307a-4b5d-8972-f9131e08b7cb,Attribute,754b4b47-ccbb-4271-a9a0-d96dadb88261,of which loans collateralised by residential immovable property,,,,,,,,27,Million EUR,
bd8df123-c7b5-4d38-a763-988eec35cc4c,Attribute,754b4b47-ccbb-4271-a9a0-d96dadb88261,of which building renovation loans,,,,,,,,28,Million EUR,
dc162371-87a7-4364-b974-38c943bdffd7,Attribute,754b4b47-ccbb-4271-a9a0-d96dadb88261,of which motor vehicle loans,,,,,,,,29,Million EUR,
76f5668a-44ba-4350-9193-17163dbf2156,Group,d5ffe90d-2207-4a3d-8e7f-27132568fd5d,Local governments financing,,,,,,,,30,Million EUR,
f31caeec-cd4c-4cfd-ba1e-31c71398fdbb,Attribute,76f5668a-44ba-4350-9193-17163dbf2156,Collateral obtained by taking possession: residential and commercial immovable properties,,,,,,,,31,Million EUR,
464834c5-8f21-4aa9-b3f8-abbfe3751497,Attribute,76f5668a-44ba-4350-9193-17163dbf2156,Other local government financing,,,,,,,,32,Million EUR,
1cec5254-cfb1-4ae1-bf24-df2338f2315d,Group,520d1cac-a190-45c2-a675-0f29154fa379,Other assets excluded from the numerator for GAR calculation (covered in the denominator),,,,,,,,33,Million EUR,
6b198d32-555e-48db-8395-74c2bcf4df35,Group,1cec5254-cfb1-4ae1-bf24-df2338f2315d,Non-financial corporations,,,,,,,,34,Million EUR,
55d7c331-2cd3-4f4c-b286-cff6886955bc,Group,6b198d32-555e-48db-8395-74c2bcf4df35,SMEs and NFCs (other than SMEs) not subject to NFRD disclosure obligations,,,,,,,,35,Million EUR,
09d21196-5e05-4a10-b399-7832fb7c3c05,Group,55d7c331-2cd3-4f4c-b286-cff6886955bc,Loans and advances,,,,,,,,36,Million EUR,
dd0d6926-a7b4-418f-9a04-e6949a4920d3,Attribute,09d21196-5e05-4a10-b399-7832fb7c3c05,of which loans collateralised by residential immovable property,,,,,,,,37,Million EUR,
b849a223-9728-4950-8922-71be7ec69072,Attribute,09d21196-5e05-4a10-b399-7832fb7c3c05,of which building renovation loans,,,,,,,,38,Million EUR,
c2c5883b-820c-4be1-a865-af0d6f9cb298,Attribute,55d7c331-2cd3-4f4c-b286-cff6886955bc,Debt securities,,,,,,,,39,Million EUR,
7e28231b-36c8-416b-b398-b99248c3f028,Attribute,55d7c331-2cd3-4f4c-b286-cff6886955bc,Equity instruments,,,,,,,,40,Million EUR,
4a8622b1-1cd6-45e2-a06e-593c338c0b19,Group,6b198d32-555e-48db-8395-74c2bcf4df35,Non-EU country counterparties not subject to NFRD disclosure obligations,,,,,,,,41,Million EUR,
ce60807c-de86-4d65-8edd-c7c1b5e7f7f7,Attribute,4a8622b1-1cd6-45e2-a06e-593c338c0b19,Loans and advances,,,,,,,,42,Million EUR,
9e37672c-a456-4a6b-87c5-495baf9ca094,Attribute,4a8622b1-1cd6-45e2-a06e-593c338c0b19,Debt securities,,,,,,,,43,Million EUR,
2b334c9a-3440-4fdd-96b0-23fe0602e763,Attribute,4a8622b1-1cd6-45e2-a06e-593c338c0b19,Equity instruments,,,,,,,,44,Million EUR,
f8ce693d-b368-463f-ae82-c4040b4e777e,Attribute,1cec5254-cfb1-4ae1-bf24-df2338f2315d,Derivatives,,,,,,,,45,Million EUR,
7567013a-5da5-4cf9-9557-fcfbb67fbdc6,Attribute,1cec5254-cfb1-4ae1-bf24-df2338f2315d,On demand interbank loans,,,,,,,,46,Million EUR,
1494e881-b10e-484f-ad69-f7b127e00828,Attribute,1cec5254-cfb1-4ae1-bf24-df2338f2315d,Cash and cash-related assets,,,,,,,,47,Million EUR,
103eb12c-c65c-47a8-943a-cde3d4c506e3,Attribute,1cec5254-cfb1-4ae1-bf24-df2338f2315d,"Other assets (e.g. Goodwill, commodities etc.)",,,,,,,,48,Million EUR,
1c84c426-e6c3-4f1f-a866-4dcd6c9fe64e,Attribute,520d1cac-a190-45c2-a675-0f29154fa379,Total GAR assets,,,,,,,,49,Million EUR,
22e0f059-05a2-4997-9c91-59e4323ac282,Group,520d1cac-a190-45c2-a675-0f29154fa379,Other assets not covered for GAR calculation,,,,,,,,50,Million EUR,
e622f633-4cb5-49c5-b3c6-7e0cc60fb78d,Attribute,22e0f059-05a2-4997-9c91-59e4323ac282,Sovereigns,,,,,,,,51,Million EUR,
c99a5daf-a6e8-4024-b377-d133b0d0853b,Attribute,22e0f059-05a2-4997-9c91-59e4323ac282,Central banks exposure,,,,,,,,52,Million EUR,
4573b2a2-1a7d-4ba6-af23-980d505a4e9c,Attribute,22e0f059-05a2-4997-9c91-59e4323ac282,Trading book,,,,,,,,53,Million EUR,
28334cdc-dff5-4dd9-b63f-c797caaa4f6e,Attribute,520d1cac-a190-45c2-a675-0f29154fa379,Total assets,,,,,,,,54,Million EUR,
652c77f3-e528-4b0c-90fb-7c316758b96b,Group,520d1cac-a190-45c2-a675-0f29154fa379,Off-balance sheet exposures - Corporates subject to NFRD disclosure obligations,,,,,,,,55-58,,
863a8713-6cd6-4f4b-a183-e3449ed2f8d4,Attribute,652c77f3-e528-4b0c-90fb-7c316758b96b,Financial guarantees,,,,,,,,55,Million EUR,
dd602693-890e-44b6-ab8d-b604c06b2262,Group,652c77f3-e528-4b0c-90fb-7c316758b96b,Assets under management,,,,,,,,56,Million EUR,
1b915d77-2da4-4aaa-964c-f5a0dec6f7ad,Attribute,dd602693-890e-44b6-ab8d-b604c06b2262,Of which debt securities,,,,,,,,57,Million EUR,
4c4c7969-0056-4a4e-b94e-6628851a5ef4,Attribute,dd602693-890e-44b6-ab8d-b604c06b2262,Of which equity instruments,,,,,,,,58,Million EUR,
acfe48ab-9ab4-4c42-8318-d66db859a4c5,Object,f95e83e0-6969-44f0-8478-5fd0242a0e45,GAR sector information,,,,,,,,,"1. Credit institutions shall disclose in this tempate information on exposures in the banking book towards those sectors covered by the Taxonomy (NACE sectors 4 levels of detail), using the relevant NACE Codes on the basis of the principal activity of the counterparty.

2. The counterparty NACE sector allocation shall be based exclusively on the nature of the immediate counterparty. The classification of the exposures incurred jointly by more than one obligor shall be done on the basis of the characteristics of the obligor that was the more relevant, or determinant, for the institution to grant the exposure. The distribution of jointly incurred exposures by NACE codes shall be driven by the characteristics of the more relevant or determinant obligor. Institutions shall disclose information by NACE codes with the level of disaggregation required in the template.",
867226f3-abb2-4530-a7b6-085e300a7307,Attribute,acfe48ab-9ab4-4c42-8318-d66db859a4c5,Breakdown by sector - NACE 4 digits level (code and label),,,,,,,,,,a
df998f70-4474-4711-b151-340ae5eb7868,Group,acfe48ab-9ab4-4c42-8318-d66db859a4c5,Climate Change Mitigation (CCM),,,,,,,,,,b-f
32c0bba7-742f-4b48-abcc-fccd5e0ec649,Group,df998f70-4474-4711-b151-340ae5eb7868,Non-Financial corporates (Subject to NFRD),,,,,,,,,,b-c
a5732980-e1bb-4a71-89c4-f78f1f64514e,Group,32c0bba7-742f-4b48-abcc-fccd5e0ec649,Gross carrying amount,,,,,,,,,Million EUR,b
b1eb8cee-7425-44ad-a64d-74dba0d1f6e2,Attribute,a5732980-e1bb-4a71-89c4-f78f1f64514e,Of which environmentally sustainable (CCM),,,,,,,,,Million EUR,c
428c6b39-59f3-488c-a267-ac6d339a6da8,Group,df998f70-4474-4711-b151-340ae5eb7868,SMEs and other NFC not subject to NFRD,,,,,,,,,,e-f
55b62a4a-058b-4218-89d4-c3dbf065ac86,Group,428c6b39-59f3-488c-a267-ac6d339a6da8,Gross carrying amount,,,,,,,,,Million EUR,e
05d950ef-cd1e-4c08-922a-f8360a0981f2,Attribute,55b62a4a-058b-4218-89d4-c3dbf065ac86,Of which environmentally sustainable (CCM),,,,,,,,,Million EUR,f
9fa08eec-bbeb-4079-ae56-1f2f19de69e8,Group,acfe48ab-9ab4-4c42-8318-d66db859a4c5,Climate Change Adaptation (CCA),,,,,,,,,,h-l
92bd122e-5650-46fa-8ad0-b698adc60683,Group,9fa08eec-bbeb-4079-ae56-1f2f19de69e8,Non-Financial corporates (Subject to NFRD),,,,,,,,,,h-i
088a1914-9bc2-4c3d-9658-b75760c0922d,Group,92bd122e-5650-46fa-8ad0-b698adc60683,Gross carrying amount,,,,,,,,,Million EUR,h
a66dacfe-1879-4cb1-8b3e-a506dd492977,Attribute,088a1914-9bc2-4c3d-9658-b75760c0922d,Of which environmentally sustainable (CCM),,,,,,,,,Million EUR,i
71db3eb5-1e6d-47ac-807e-219a970d242d,Group,9fa08eec-bbeb-4079-ae56-1f2f19de69e8,SMEs and other NFC not subject to NFRD,,,,,,,,,,k-l
29dd86ca-4184-4239-85f3-e3e9ea4218b0,Group,71db3eb5-1e6d-47ac-807e-219a970d242d,Gross carrying amount,,,,,,,,,Million EUR,k
68318b15-87f0-4545-8bb5-5807450fc6ac,Attribute,29dd86ca-4184-4239-85f3-e3e9ea4218b0,Of which environmentally sustainable (CCM),,,,,,,,,Million EUR,l
9a3dbd50-2fef-420a-9349-001290fa7240,Group,acfe48ab-9ab4-4c42-8318-d66db859a4c5,Total (CCM + CCA),,,,,,,,,,n-r
88ab0303-2442-437e-a4aa-fba2fb76e91b,Group,9a3dbd50-2fef-420a-9349-001290fa7240,Non-Financial corporates (Subject to NFRD),,,,,,,,,,n-o
379ba067-bb14-4630-80be-be6139a64b9f,Group,88ab0303-2442-437e-a4aa-fba2fb76e91b,Gross carrying amount,,,,,,,,,Million EUR,n
fc7c95c4-a491-4ed2-9ced-dad8b6197e36,Attribute,379ba067-bb14-4630-80be-be6139a64b9f,Of which environmentally sustainable (CCM),,,,,,,,,Million EUR,o
96fa6b5c-4ba0-4da5-8b8f-7fc18a1f3477,Group,9a3dbd50-2fef-420a-9349-001290fa7240,SMEs and other NFC not subject to NFRD,,,,,,,,,,q-r
fd7a5d8b-1d28-442c-a9f0-77d7c69d7fec,Group,96fa6b5c-4ba0-4da5-8b8f-7fc18a1f3477,Gross carrying amount,,,,,,,,,Million EUR,q
1b59ac4d-a45c-4c5b-9111-e51f630748d6,Attribute,fd7a5d8b-1d28-442c-a9f0-77d7c69d7fec,Of which environmentally sustainable (CCM),,,,,,,,,Million EUR,r
a59d210d-7e59-417a-87e0-ff564d7e5ff2,Object,f95e83e0-6969-44f0-8478-5fd0242a0e45,GAR KPI stock,,,,,,,,,"1. Institution shall disclose in this template the GAR KPIs on stock of loans calculated based on the data disclosed in template 1, on covered assets, and by applying the formulas proposed in this template.

2. Information on the GAR (green asset ration of 'eligible' activities) shall be accompanied with information on the proportion of total assets covered by the GAR.

3. Credit institutions can, in addition to the information included in this template, show the proportion of assets funding taxonomy relevant sectors that are environmentally sustainable (Taxonomy-aligned). This information would enrich the information on the KPI on environmentally sustainable assets compared to total covered assets.",
e0f30f2f-8451-47a2-89f9-343d0396544c,Group,a59d210d-7e59-417a-87e0-ff564d7e5ff2,Climate Change Mitigation (CCM),,,,,,,,,,a-e
eacddb14-1e1a-46f8-b0ad-7083b781b6d1,Group,e0f30f2f-8451-47a2-89f9-343d0396544c,Proportion of total covered assets funding taxonomy relevant sectors (Taxonomy-eligible),,,,,,,,,% (compared to total covered assets in the denominator),a
cc7c2e4b-c9b3-4457-a3a7-2cde90dd3d09,Group,eacddb14-1e1a-46f8-b0ad-7083b781b6d1,Proportion of total covered assets funding taxonomy relevant sectors (Taxonomy-aligned),,,,,,,,,% (compared to total covered assets in the denominator),b
55d3e403-0ca0-4b48-93db-7d9c92bd82e7,Attribute,cc7c2e4b-c9b3-4457-a3a7-2cde90dd3d09,Of which specialised lending,,,,,,,,,% (compared to total covered assets in the denominator),c
518840d2-5fa9-4105-9441-9a89e22f3e5a,Attribute,cc7c2e4b-c9b3-4457-a3a7-2cde90dd3d09,Of which transitional,,,,,,,,,% (compared to total covered assets in the denominator),d
f4dd02b7-e8b8-465c-b4e8-084f37be58c3,Attribute,cc7c2e4b-c9b3-4457-a3a7-2cde90dd3d09,Of which enabling,,,,,,,,,% (compared to total covered assets in the denominator),e
c2300e49-887a-4e85-b2ec-ba5fb9494ca5,Group,a59d210d-7e59-417a-87e0-ff564d7e5ff2,Climate Change Adaptation (CCA),,,,,,,,,,f-j
